TAZ,Chd_09,Chd_10,Chd_11,Chd_12,Chd_13,Chd_T,Old_09,Old_10,Old_11,Old_12,Old_13,Old_T,Bik_09,Bik_10,Bik_11,Bik_12,Bik_13,Bik_T,Fat_09,Fat_10,Fat_11,Fat_12,Fat_13,Fat_T,Mbi_09,Mbi_10,Mbi_11,Mbi_12,Mbi_13,Mbi_T,Nit_09,Nit_10,Nit_11,Nit_12,Nit_13,Nit_T,OIn_09,OIn_10,OIn_11,OIn_12,OIn_13,Oln_T,Ped_09,Ped_10,Ped_11,Ped_12,Ped_13,Ped_T,Ser_09,Ser_10,Ser_11,Ser_12,Ser_13,Ser_T,Tot_09,Tot_10,Tot_11,Tot_12,Tot_13,Tot_T,Tru_09,Tru_10,Tru_11,Tru_12,Tru_13,Tru_T,WeD_09,WeD_10,WeD_11,WeD_12,WeD_13,WeD_T,WeE_09,WeE_10,WeE_11,WeE_12,WeE_13,WeE_T,VKT_0,LVKT_0,VKT_1,LVKT_1,VKT_2,LVKT_2,VKT_3,LVKT_3,VKT_A,LVKT_A,Ratio,Y_PoP,YA_Po,A_PoP,O_PoP,LNPOP,HHD1,HHD2,NO_MO,MOTO1,MOTO2,MOTOR,Bus,Car,Cyc,Walk,CY_WA,Modes,P_DEN,P_Res,P_Coma,P_Indu,P_Ofis,P_Park,P_Rds,P_Oths,Index,P_Sped,T_Sig,B_Stop,T_Stop,Train,Schols,AIM_ID,TOT_POPS,Area,sqkms,Long,Lat
TAZ1384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0,2,4,0,0,1,0,0,1,0,2,2,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,30.14,26.83,37.11,5.91,5.698916734,30.24818619,58.58923944,4.199328111,75.22248605,20.57818069,95.80066675,0.557562417,74.46992345,0.1511701,0.848123175,0.999293275,4.321108903,207.103591,72.50660796,1.27872903,0,0.441845225,0,0,51.54921684,0.385224722,45,2,4,0,0,3,TAZ1384,298.5438232,3626.182132,3.626182132,144.7347988,-37.71266266
TAZ1385,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,1,0,2,1,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.01,30.14,26.83,37.11,5.91,6.152690943,30.24818451,58.58923794,4.199328032,75.22249008,20.57818124,95.80067131,0.55756245,74.46992159,0.151170094,0.848123143,0.999293237,4.321108921,207.1035973,0,0,0,0,0,0,100,0,80,0,0,0,0,0,TAZ1385,469.9803772,4538.601776,4.538601776,144.7140008,-37.74097026
TAZ1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,30.14,26.83,37.11,5.91,5.935811482,30.2481847,58.58923974,4.199328085,75.22249018,20.57818133,95.80067151,0.557562448,74.46992352,0.151170099,0.848123167,0.999293266,4.321108931,207.1036162,6.62419195,0,0,0,0,0,159.390888,0.086144706,0,0,0,0,0,0,TAZ1386,378.3468933,6065.687398,6.065687398,144.7245448,-37.7101162
TAZ1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,30.14,26.83,37.11,5.91,5.984518405,30.24818464,58.5892367,4.199328323,75.22249385,20.57818131,95.80067516,0.55756244,74.46991817,0.151170084,0.848123118,0.999293202,4.321108731,207.103602,0.460264467,0,0,0,0,0,117.9581178,0.013079454,0,0,0,0,0,0,TAZ1387,397.2311707,4542.603042,4.542603042,144.7200633,-37.69861508
TAZ1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,3,0,0,0,0,0,0,1,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,30.14,26.83,37.11,5.91,5.980955803,30.24818524,58.58923574,4.199328011,75.22249355,20.57818193,95.80067548,0.557562449,74.46992612,0.151170088,0.848123149,0.999293237,4.321108752,207.1036105,0,0,0,0,0,0,100,0,80,0,0,0,0,0,TAZ1388,395.818512,3822.420198,3.822420198,144.7096628,-37.71287893
TAZ1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1.01,30.14,26.83,37.11,5.91,5.983343972,30.24818554,58.58923806,4.199328137,75.22248908,20.57818124,95.80067032,0.557562399,74.46992015,0.151170092,0.84812314,0.999293232,4.32110882,207.1036023,0,0,0,0,0,0,100,0,0,0,0,0,0,0,TAZ1389,396.7649231,3831.559845,3.831559845,144.6989572,-37.70657457
TAZ1390,0,0,0,0,0,0,0,1,2,4,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,3,2,3,6,2,6,7,9,7,22,0,0,1,1,0,2,1,1,1,4,3,6,3,7,8,13,10,28,0,0,1,1,0,2,3,5,7,9,8,21,0,2,1,4,2,7,30.54,3.42,32.12,3.47,33.87,3.52,35.38,3.57,32.18,3.47,1.05,22.23,25.25,38.85,13.66,8.525021091,34.39106978,53.6484214,11.22612224,73.43725543,15.33661931,88.77387474,0.739993151,63.51575532,1.469616457,2.046089176,3.515705633,6.004336085,2125.179051,46.27249041,1.524623082,16.44103557,1.18805748,10.85522237,19.77394858,3.945252402,0.749742118,64,10,22,0,0,1,TAZ1390,5039.293091,4742.494363,4.742494363,144.8730924,-37.72264866
TAZ1391,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,4,2,1,0,3,4,6,7,0,0,0,0,1,0,1,0,1,1,3,2,2,0,4,5,9,9,0,0,0,0,0,0,2,0,1,4,6,5,0,0,3,1,3,4,0,0,0,0,0,0,0,0,0,0,1.02,29.06,24.9,37.67,8.37,5.213768609,35.11982306,52.28160146,5.808505188,72.07251964,22.11897775,94.19149739,0.761356859,74.1660318,0.208668179,1.064489703,1.273157882,4.076079321,332.5789031,55.35833375,23.74386639,0.124924915,0,0,1.543531147,19.22947171,0.543978234,51,1,10,0,1,0,TAZ1391,183.7853699,1105.215053,1.105215053,144.9337339,-37.63675675
TAZ1392,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,2,1,0,1,2,2,0,0,0,0,0,0,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.06,24.9,37.67,8.37,5.434644768,35.11982116,52.28160095,5.808505029,72.07251979,22.11897793,94.19149773,0.761356887,74.16603384,0.208668182,1.064489681,1.273157863,4.076079146,332.5789159,0,0.059541298,98.23835289,0,0,0,1.701697472,0.046866374,60,0,0,0,0,0,TAZ1392,229.2114105,1378.382475,1.378382475,144.9419675,-37.64575299
TAZ1393,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2,1,2,2,2,3,6,0,1,0,0,0,1,0,2,0,1,1,3,1,4,2,3,4,9,0,0,0,0,0,0,1,3,2,2,3,7,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1.02,29.06,24.9,37.67,8.37,5.918262466,35.11982344,52.28160171,5.808504791,72.07251697,22.11897611,94.19149308,0.761356915,74.1660304,0.20866819,1.064489721,1.273157911,4.076079381,332.5789011,0,0,91.88732183,0,0,5.668369679,2.444600476,0.17018709,63,2,4,0,0,0,TAZ1393,371.7651978,2235.657656,2.235657656,144.943515,-37.63884175
TAZ1394,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,2,2,2,1,1,2,4,5,2,0,2,2,4,1,0,1,0,0,1,1,0,2,1,0,3,6,3,2,3,2,8,0,0,0,0,0,0,4,3,2,1,1,6,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1.01,30.14,26.83,37.11,5.91,6.41635503,30.24818429,58.58923811,4.199328035,75.22248917,20.57818154,95.80067071,0.557562424,74.46992453,0.151170091,0.848123111,0.999293203,4.321108945,207.1036022,63.04929885,0.941308498,0,0,3.335323364,2.478890249,30.19224954,0.463220043,83,0,20,0,0,0,TAZ1394,611.769165,5907.683273,5.907683273,144.5960423,-37.65826739
TAZ1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,6.53,1.88,7.72,2.04,10.15,2.32,11.04,2.4,8.14,2.1,1.02,29.27,22.58,38.34,9.8,3.217575389,32.92595008,55.89104521,3.324337898,71.58570787,25.08995894,96.67566681,0.366845924,73.98427341,0.143428481,1.715625405,1.859053886,2.835470758,57.87411058,78.7792064,0,0,0,0,2.859740837,36.72304037,0.372072151,87,0,2,0,0,0,TAZ1395,24.96751022,1021.252545,1.021252545,145.4762195,-38.08918967
TAZ1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,3.369701193,32.92595207,55.89104544,3.324337759,71.58570701,25.08995802,96.67566504,0.366845954,73.98428073,0.143428487,1.71562541,1.859053897,2.835470909,57.87411121,0,21.86311936,76.31568943,0,0,1.82108855,0,0.31431185,73,0,0,0,0,0,TAZ1396,29.06983948,1004.587683,1.004587683,145.4971696,-38.08926762
TAZ1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,2.884569332,32.92595066,55.89104229,3.324337641,71.58570594,25.08995793,96.67566387,0.366845974,73.98427798,0.143428489,1.71562546,1.859053949,2.835470931,57.87411167,0,0,96.10816529,0,0,3.883682729,0.017027692,0.085235047,70,1,0,0,0,0,TAZ1397,17.89585876,618.495788,0.618495788,145.4928524,-38.09804472
TAZ1398,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,2,1,4,0,0,0,0,0,0,0,0,1,2,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,2.467698601,32.92595339,55.89104622,3.324337473,71.58570482,25.08995732,96.67566214,0.366845956,73.98427436,0.143428489,1.715625438,1.859053927,2.835471006,57.87411271,0,0,52.55526566,0,0,10.7398275,36.70429648,0.485940721,56,0,4,0,0,0,TAZ1398,11.79526997,407.6156824,0.407615682,145.4904174,-38.08178738
TAZ1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,2.409470306,32.92595227,55.89104473,3.324337588,71.58570449,25.08995732,96.6756618,0.366845953,73.98428253,0.143428499,1.715625519,1.859054017,2.835470999,57.87411081,1.398561175,0,89.91958659,0,0.013472136,8.66849831,0,0.189343582,60,0,0,0,0,0,TAZ1399,11.12806511,384.5615288,0.384561529,145.4900094,-38.08486004
TAZ1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,5.101772981,32.92595092,55.8910443,3.324337634,71.58570589,25.08995714,96.67566303,0.366845964,73.98428071,0.143428501,1.715625536,1.859054037,2.83547122,57.87411239,0,0,0,0,0,0,101.9902615,0,0,0,0,0,0,0,TAZ1400,164.312973,5791.301982,5.791301982,145.458523,-38.10839522
TAZ1401,0,0,1,0,0,1,1,5,2,6,1,13,0,2,0,1,0,3,0,1,0,0,0,1,0,1,1,1,0,3,0,3,1,3,3,7,5,10,3,9,9,22,0,4,3,3,2,10,1,1,3,4,0,8,6,12,6,13,9,31,0,0,0,2,0,2,5,9,4,12,6,25,1,3,2,1,3,6,19.7,2.98,20.73,3.03,21.5,3.07,22.14,3.1,20.65,3.03,1.06,21.43,24.84,39.03,14.7,8.514755849,33.18622086,55.29968595,12.00530039,73.94561827,14.04908134,87.99469961,0.671822918,61.28079008,1.808464655,2.342912022,4.151376677,6.270347753,2490.44077,88.72023581,2.747939877,0,0.242588605,4.056133107,4.233260769,0,0.24842934,59,7,28,0,0,1,TAZ1401,4987.828125,4005.584934,4.005584934,144.8670504,-37.74873675
TAZ1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,3.886466897,32.92595232,55.89104618,3.324337717,71.58570574,25.08995988,96.67566562,0.366845958,73.98427993,0.143428491,1.715625454,1.859053945,2.83547112,57.87410772,0,0,0,0,0,0,200.0019259,0,0,0,0,0,0,0,TAZ1402,48.73838425,3368.612009,3.368612009,145.4401352,-38.08573892
TAZ1403,0,0,0,1,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,2,3,0,0,0,0,0,0,3,1,1,1,0,3,3,2,2,2,2,6,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,2.190346283,32.92595203,55.89104607,3.324337565,71.58570172,25.08995768,96.6756594,0.36684596,73.98427612,0.143428494,1.715625371,1.859053865,2.835471031,57.87410954,5.833951687,0.031785973,0,0,26.02750364,9.279667667,58.82665546,0.54030977,47,2,3,0,0,1,TAZ1403,8.938307762,308.8866127,0.308886613,145.4560371,-38.06396866
TAZ1404,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,2.669454781,32.92595191,55.89104403,3.324337743,71.58570844,25.08995757,96.67566601,0.366845959,73.98428068,0.143428494,1.715625477,1.859053971,2.835470976,57.87410714,5.220470514,0,0.896414136,0,77.10929488,7.828055679,8.945142154,0.417387888,50,1,2,0,0,0,TAZ1404,14.43209839,498.7380106,0.498738011,145.4602161,-38.06551555
TAZ1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,2.522007205,32.92595231,55.89104359,3.324337675,71.58570635,25.08995924,96.67566559,0.366845937,73.98427508,0.143428487,1.715625323,1.859053809,2.835470818,57.87410899,2.008526517,0,58.15390542,0,4.713205701,0.531577739,34.59272811,0.479342193,60,0,0,0,0,0,TAZ1405,12.45356846,430.3672795,0.43036728,145.4625684,-38.05790238
TAZ1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,2.326099107,32.92595123,55.89104377,3.324337739,71.58570506,25.08995786,96.67566292,0.366845933,73.98427502,0.143428491,1.715625336,1.859053827,2.835470878,57.87410538,0.076766174,1.864908378,0,0,8.154995399,18.13338308,71.77082716,0.427484126,80,1,1,0,0,0,TAZ1406,10.23792648,353.8030188,0.353803019,145.4507799,-38.05904089
TAZ1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,3.752917737,32.92595265,55.89104838,3.324337539,71.58570671,25.08995638,96.6756631,0.366845952,73.98427508,0.143428494,1.715625452,1.859053946,2.835470848,57.87411171,49.20005849,0,0,0,0,0,50.80029738,0.356141386,0,0,0,0,0,0,TAZ1407,42.64532852,1473.732521,1.473732521,145.4398865,-38.05111087
TAZ1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,3.301816293,32.92595432,55.89104599,3.324337611,71.58570284,25.08995656,96.67565939,0.366845936,73.98427363,0.143428484,1.715625455,1.859053939,2.835470889,57.8741093,0,0,0,0,0,0,100,0,0,0,0,0,0,0,TAZ1408,27.16192818,938.6555925,0.938655593,145.4279129,-38.05924943
TAZ1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,1.822205092,32.92595369,55.8910462,3.324337745,71.58570589,25.08995783,96.67566372,0.366845961,73.98427891,0.143428498,1.715625406,1.859053904,2.835470912,57.87411077,0,0,74.74173356,0,0,0,45.73293291,0.341162219,60,0,0,0,1,1,TAZ1409,6.185482979,257.5224013,0.257522401,145.4102501,-38.0682445
TAZ1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,2.472099636,32.92595476,55.8910482,3.324337812,71.58570888,25.08995751,96.67566638,0.366845966,73.98427984,0.143428495,1.715625418,1.859053913,2.835470955,57.87410689,0,0,52.46584589,0,0,0,86.51337522,0.340627887,0,0,0,0,0,0,TAZ1410,11.84729576,569.0033162,0.569003316,145.4044025,-38.0663733
TAZ1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,4.28030623,32.92595291,55.89104412,3.324337557,71.58570335,25.08995709,96.67566044,0.366845934,73.98427626,0.143428489,1.71562536,1.859053848,2.835470753,57.8741126,0,0,0,0,0,0,200,0,0,0,0,0,0,0,TAZ1411,72.26256561,4994.465564,4.994465564,145.4110761,-38.08766358
TAZ1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.07,3.22,25.65,3.24,26.42,3.27,27.23,3.3,25.71,3.25,1.04,21.12,27.03,38.46,13.39,7.708195445,33.63605584,54.88512202,12.98683497,74.26169285,12.7514762,87.01316904,1.156634932,59.99105846,2.056926265,2.434838019,4.491764284,6.927868327,2437.459204,38.57352945,2.325023016,0,2.366398203,31.70632843,0.551890616,24.4769685,0.658247326,45,1,2,0,0,0,TAZ1412,2226.520752,1826.921924,1.826921924,144.8872702,-37.75798548
TAZ1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.28,22.6,38.34,9.79,4.32748706,32.90962533,55.90344019,3.329520888,71.60261059,25.06786834,96.67047893,0.370211811,74.0024291,0.143331511,1.708418379,1.85174989,2.840998454,58.31145658,0,0.07829342,0,0,0.183567375,0,199.4757755,0.005555801,0,0,0,0,0,0,TAZ1413,75.75368273,5189.670236,5.189670236,145.3914719,-38.0851701
TAZ1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,3.918126776,32.92595156,55.89104584,3.324337559,71.58570194,25.08995655,96.67565849,0.366845954,73.98427477,0.143428498,1.715625462,1.859053961,2.835470922,57.8741072,0,0,0,0,0,0,200.0010727,0,100,0,0,0,0,0,TAZ1414,50.30612183,3476.953276,3.476953276,145.4114617,-38.0798169
TAZ1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,4.036596828,32.92595411,55.89104599,3.324337451,71.58570585,25.08995798,96.67566383,0.366845955,73.98428128,0.14342849,1.715625459,1.859053949,2.835471155,57.87411086,0,0,0,0,0,0,192.1095029,0,0,0,0,0,0,0,TAZ1415,56.63328171,3759.812957,3.759812957,145.4272188,-38.0978478
TAZ1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,29.27,22.58,38.34,9.8,3.759789635,32.92595384,55.89104786,3.324337565,71.58570552,25.08995671,96.67566222,0.366845926,73.98427426,0.143428486,1.715625323,1.859053808,2.835470758,57.87410936,0,0,0,0,0,0,200.0000259,0,83,0,0,0,0,0,TAZ1416,42.93939209,2967.779418,2.967779418,145.4281602,-38.08626278
TAZ1417,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.01,29.42,24.08,38.24,8.26,6.83860935,30.83844038,57.47536596,3.990685534,73.75922931,22.25008812,96.00931744,0.786367409,76.24668849,0.131340083,0.81732016,0.948660242,3.524431843,616.4416004,0,0,0,0,32.11126143,1.260155991,118.7219311,0.288522657,0,0,0,0,0,0,TAZ1417,933.1904907,4604.882813,4.604882813,145.3522875,-38.08702825
TAZ1418,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,1,2,1,5,2,8,0,1,0,2,0,3,1,0,0,2,0,2,2,2,1,7,2,10,0,0,0,0,0,0,2,1,1,5,1,7,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1.01,29.42,24.08,38.24,8.26,5.956244174,30.83941826,57.47461783,3.990371265,73.75820379,22.25142614,96.00962993,0.78617567,76.24564964,0.131345613,0.817730698,0.94907631,3.52411689,613.8181339,78.20392074,2.022088518,0,0,9.405373504,6.825860318,7.085258105,0.446843282,53,2,8,0,0,0,TAZ1418,386.1570586,1302.785483,1.302785483,145.3612241,-38.04284748
