TAZ,Chd_09,Chd_10,Chd_11,Chd_12,Chd_13,Chd_T,Old_09,Old_10,Old_11,Old_12,Old_13,Old_T,Bik_09,Bik_10,Bik_11,Bik_12,Bik_13,Bik_T,Fat_09,Fat_10,Fat_11,Fat_12,Fat_13,Fat_T,Mbi_09,Mbi_10,Mbi_11,Mbi_12,Mbi_13,Mbi_T,Nit_09,Nit_10,Nit_11,Nit_12,Nit_13,Nit_T,OIn_09,OIn_10,OIn_11,OIn_12,OIn_13,Oln_T,Ped_09,Ped_10,Ped_11,Ped_12,Ped_13,Ped_T,Ser_09,Ser_10,Ser_11,Ser_12,Ser_13,Ser_T,Tot_09,Tot_10,Tot_11,Tot_12,Tot_13,Tot_T,Tru_09,Tru_10,Tru_11,Tru_12,Tru_13,Tru_T,WeD_09,WeD_10,WeD_11,WeD_12,WeD_13,WeD_T,WeE_09,WeE_10,WeE_11,WeE_12,WeE_13,WeE_T,VKT_0,LVKT_0,VKT_1,LVKT_1,VKT_2,LVKT_2,VKT_3,LVKT_3,VKT_A,LVKT_A,Ratio,Y_PoP,YA_Po,A_PoP,O_PoP,LNPOP,HHD1,HHD2,NO_MO,MOTO1,MOTO2,MOTOR,Bus,Car,Cyc,Walk,CY_WA,Modes,P_DEN,P_Res,P_Coma,P_Indu,P_Ofis,P_Park,P_Rds,P_Oths,Index,P_Sped,T_Sig,B_Stop,T_Stop,Train,Schols,AIM_ID,TOT_POPS,Area,sqkms,Long,Lat
TAZ0000,0,0,0,0,0,0,2,1,0,0,1,1,4,4,3,0,2,7,0,0,0,0,0,0,4,1,1,1,1,3,5,1,4,2,1,7,6,5,7,4,5,16,2,2,5,2,0,9,6,5,6,1,2,12,12,10,13,5,7,28,1,0,0,0,0,0,11,8,11,4,6,23,1,2,2,1,1,5,63.72,4.15,65.18,4.18,67.14,4.21,69.22,4.24,65.35,4.18,1.01,11.02,55.58,27.14,6.26,5.570427538,26.66114502,55.78144689,39.47840175,57.56109965,2.960501782,60.52160143,1.087651665,27.82675385,4.288275314,25.92963233,30.21790764,5.149460587,2586.166298,0.787829111,0,0,55.45417833,23.84705295,19.91095444,0,0.528450631,47,3,1,4,0,0,TAZ0000,262.5463238,203.0390412,0.203039041,144.9713286,-37.80808566
TAZ0001,0,0,0,0,0,0,0,1,0,2,1,3,1,1,4,0,2,5,0,0,0,0,0,0,1,2,0,5,1,7,2,3,2,2,1,7,6,6,6,6,4,18,4,4,1,3,2,8,3,2,1,7,5,10,9,8,7,13,9,28,0,0,0,0,0,0,7,5,7,11,8,23,2,3,0,2,1,5,0,0,0,0,0,0,0,0,0,0,1,10.7,57.1,26.23,5.97,5.511067308,26.57344311,55.28567039,41.18040243,56.08966338,2.729936744,58.81960012,1.066141741,26.86472287,3.819657704,27.54951158,31.36916929,5.146184265,2506.340439,0,0,0,87.50554977,4.898421722,7.595624689,0,0.236559407,41,4,2,5,1,0,TAZ0001,247.4150543,197.4305257,0.197430526,144.9552726,-37.81321015
TAZ0002,0,0,0,0,0,0,1,1,2,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,0,1,1,2,2,5,0,9,0,0,0,0,0,0,1,1,0,0,2,1,2,3,2,5,2,10,0,0,0,0,0,0,1,3,2,4,1,9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.05,15.57,37.89,36.65,9.88,8.352190902,27.03881781,61.18727512,20.2756657,73.15227253,6.57206426,79.72433679,1.294245983,39.05657625,7.603142038,10.35906631,17.96220835,5.16875845,3558.07407,0.913004764,0,0,13.91436798,76.19565951,8.977035607,0,0.380718388,52,0,1,0,0,0,TAZ0002,4239.458817,2383.009241,2.383009241,145.012957,-37.79102788
TAZ0003,0,1,0,0,0,1,2,2,4,1,0,7,0,0,3,0,1,3,0,0,0,0,0,0,1,2,2,0,0,4,2,0,1,2,1,3,4,5,7,4,3,16,0,1,0,0,0,1,2,0,4,3,1,7,6,5,11,7,4,23,0,0,0,0,0,0,3,4,8,4,4,16,3,1,3,3,0,7,19.27,2.96,20.34,3.01,21.04,3.05,22.11,3.1,20.22,3.01,1.06,23.46,15.75,40.62,20.17,7.86130134,41.56263709,46.21805183,5.207059953,77.00374348,17.78919575,94.79293924,0.631797297,72.12076544,0.381907343,2.971961956,3.353869299,1.999119799,199.7191425,61.80406877,1.300393917,0,0.188795641,12.2513898,6.348947752,18.10527603,0.569081875,65,1,15,0,0,1,TAZ0003,2594.89502,25985.14809,25.98514809,145.0166746,-38.28879826
TAZ0004,0,0,0,1,0,1,1,3,0,3,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,1,4,1,3,1,0,0,4,1,7,1,6,5,14,0,0,0,0,0,0,2,2,1,2,1,5,3,9,2,8,6,19,0,0,0,0,0,0,3,7,2,6,4,15,0,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,1,22.92,26.21,37.25,13.61,7.129527331,41.82111214,45.54872779,10.43252019,74.02609186,15.54139165,89.56748351,1.847913765,70.82956762,0.500738212,1.728815726,2.229553937,4.817549629,1151.649064,19.97889734,0.363283915,62.63497043,0,2.440469141,11.97929333,2.604697391,0.552456459,62,4,1,0,1,0,TAZ0004,1248.2868,2167.859907,2.167859907,145.1430401,-37.9371957
TAZ0005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,6.993020391,44.67355436,42.17850018,11.41993208,72.83640346,15.74366994,88.5800734,2.141549445,72.12472339,0.379117118,1.686608849,2.065725967,4.830506856,1046.370378,22.07290354,0,1.049889637,0,12.46425446,0.727115637,63.68577027,0.495409072,50,0,0,0,0,0,TAZ0005,1089.005737,2081.490524,2.081490524,145.1642056,-37.95005823
TAZ0006,0,0,2,0,0,2,2,0,3,2,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,6,3,4,3,6,2,13,0,1,1,0,0,2,1,0,4,2,2,6,4,4,7,8,4,19,0,0,0,0,0,0,2,4,6,7,2,17,2,0,1,1,2,2,13.61,2.61,13.35,2.59,13.61,2.61,13.87,2.63,13.52,2.6,0.98,23.22,27.52,36.22,13.03,6.747616686,44.67355598,42.17850113,11.41993051,72.83639642,15.74366886,88.58006528,2.141549469,72.12472321,0.379117136,1.686608906,2.065726042,4.830507184,1046.370519,60.96153148,0,0,0,12.30821839,6.920480985,19.81011433,0.547356068,60,2,3,0,0,0,TAZ0006,852.0256958,1628.540983,1.628540983,145.1674451,-37.96039305
TAZ0007,0,0,3,0,0,3,4,1,5,2,2,8,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2,2,2,0,3,2,5,2,2,13,7,6,22,0,0,0,0,0,0,5,4,1,4,1,9,7,6,14,11,7,31,0,0,0,1,1,1,4,6,10,10,4,26,3,0,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0.98,23.04,27.44,36.27,13.25,7.145551573,43.8656387,43.02085772,11.16367046,73.03723275,15.79909298,88.83632573,2.1183909,71.58452899,0.407543371,1.732128269,2.13967164,4.961615743,1081.774745,25.19117129,17.70289816,0,0.253105864,39.20161434,8.030178734,9.621496737,0.752259659,58,2,11,0,0,1,TAZ0007,1268.450775,2345.140115,2.345140115,145.1715629,-37.94163696
TAZ0008,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,1,3,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,7.189146825,44.67355522,42.1785032,11.41993068,72.83639871,15.7436679,88.58006662,2.14154935,72.12471887,0.379117103,1.686608899,2.065726002,4.83050702,1046.370513,9.958185671,2.909714324,0,0,87.05501351,0.076812978,0,0.23578911,45,0,1,0,0,0,TAZ0008,1324.97229,2532.503831,2.532503831,145.1817942,-37.94288603
TAZ0009,0,0,0,0,0,0,2,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,3,0,2,0,4,1,6,1,0,0,1,0,1,3,1,1,2,3,4,3,3,1,6,4,10,0,1,0,0,0,1,1,3,1,4,4,8,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0.99,23.13,26.94,36.68,13.25,6.867183704,43.53922134,43.54542761,11.02018507,73.34368165,15.63613045,88.9798121,2.008048991,71.63953659,0.429954786,1.695814086,2.125768872,4.793348606,1083.188637,82.86321546,0.351492576,7.650548494,0,4.103908233,5.033106807,0,0.33597534,52,2,11,0,0,0,TAZ0009,960.2404327,1773.028654,1.773028654,145.1422423,-37.95261557
TAZ0010,1,0,0,1,0,1,2,3,2,3,3,8,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,1,2,3,6,4,0,2,10,5,6,5,2,7,13,1,0,2,3,2,5,1,4,5,4,3,13,6,10,10,6,10,26,0,0,0,0,0,0,5,8,7,4,8,19,1,2,3,2,2,7,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,6.764154526,44.67355581,42.17850071,11.41993062,72.83639971,15.74366898,88.58006869,2.141549402,72.1247193,0.37911714,1.686608806,2.065725946,4.830506897,1046.370433,84.23287425,3.238308172,0,1.053085204,5.380325269,6.094945241,0,0.324430903,51,2,10,0,0,1,TAZ0010,866.2335205,1655.684244,1.655684244,145.1483556,-37.95922445
TAZ0011,1,0,0,1,2,1,1,5,3,4,4,12,1,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,2,2,3,2,8,6,5,16,5,13,8,13,4,34,2,3,2,1,1,6,2,3,2,3,10,8,7,17,10,16,14,43,0,0,0,0,0,0,6,14,6,12,9,32,1,3,4,4,5,11,18.19,2.9,18.61,2.92,19.17,2.95,19.76,2.98,18.66,2.93,0.98,23.22,27.52,36.22,13.03,6.894174276,44.67355086,42.17849896,11.41993144,72.83639851,15.74366883,88.58006734,2.141549406,72.12471765,0.379117114,1.686608856,2.065725971,4.830506948,1046.370486,72.21646692,15.02644352,0,0.261392386,3.305132591,9.189880997,0,0.445795753,64,3,8,0,0,0,TAZ0011,986.5108032,1885.573175,1.885573175,145.1852831,-37.96217093
TAZ0012,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,1,0,2,1,1,3,0,0,2,3,0,5,0,0,0,1,0,1,2,0,3,1,1,4,2,0,5,4,1,9,0,0,0,0,0,0,2,0,5,2,0,7,0,0,0,2,1,2,12.55,2.53,12.69,2.54,13.03,2.57,13.27,2.59,12.76,2.55,0.98,23.22,27.52,36.22,13.03,6.844994279,44.67355693,42.17850019,11.41993116,72.83640385,15.74367007,88.58007393,2.141549402,72.12472175,0.379117144,1.686608881,2.065726025,4.830507078,1046.370462,74.06281871,1.762902058,0,2.193588055,15.18596968,5.310726195,1.482984974,0.453218384,49,0,4,0,0,0,TAZ0012,939.1679077,1795.078232,1.795078232,145.1743445,-37.95529478
TAZ0013,0,0,0,0,0,0,0,0,3,0,1,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,4,1,3,0,0,4,0,0,0,0,1,0,1,0,1,0,2,1,5,1,4,0,2,5,1,0,0,0,0,0,5,1,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,14.45,39.98,36.21,9.37,7.67563542,27.90963565,60.47731963,21.78577078,72.70743412,5.506795862,78.21422998,1.284633355,37.00104559,8.348029441,11.14219001,19.49021946,5.215330039,3719.575038,77.58721419,1.268388206,0,0,17.08489665,4.059821988,0,0.351635931,50,1,3,0,0,0,TAZ0013,2155.192703,1158.841857,1.158841857,144.9996511,-37.78974868
TAZ0014,0,1,0,0,0,1,0,1,2,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,2,2,3,1,1,0,5,3,4,3,2,2,9,0,0,0,1,0,1,1,0,1,2,0,3,4,4,4,4,2,12,0,0,0,0,0,0,3,4,3,1,2,8,1,0,1,3,0,4,23.33,3.15,23.81,3.17,24.08,3.18,24.37,3.19,23.74,3.17,0.98,23.22,27.52,36.22,13.03,7.016934459,44.67355212,42.17849913,11.41993162,72.83639652,15.74366865,88.58006517,2.141549328,72.12471951,0.379117133,1.686608833,2.065725966,4.83050714,1046.370477,87.15127768,0.547827576,0,6.746308523,3.703682162,1.851409473,0,0.2704127,44,2,5,0,0,2,TAZ0014,1115.362183,2131.879376,2.131879376,145.158297,-37.96676153
TAZ0015,0,0,0,3,0,3,1,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,3,4,1,6,6,3,13,2,0,0,5,0,5,1,1,2,4,2,7,5,2,8,10,5,20,0,0,0,0,0,0,3,0,6,5,4,11,2,2,2,5,1,9,0,0,0,0,0,0,0,0,0,0,0.98,23.21,27.41,36.31,13.08,7.308106648,44.44558385,42.45321595,11.33945933,72.93852048,15.72202098,88.66054147,2.114455576,72.02625394,0.389434573,1.688477094,2.077911667,4.822965826,1053.49723,30.5238848,1.819520688,0,1.596377042,42.1090176,5.397484828,18.5533792,0.686296224,63,3,19,0,0,1,TAZ0015,1492.34897,2833.12365,2.83312365,145.1448064,-37.97182944
TAZ0016,0,0,0,0,0,0,3,1,2,4,1,7,1,1,1,0,0,2,0,1,1,1,0,3,0,0,0,0,0,0,2,1,2,1,1,4,1,2,3,4,2,9,1,0,0,2,2,2,6,1,3,1,1,5,7,4,7,6,3,17,0,0,0,0,0,0,6,2,5,4,2,11,1,2,2,2,1,6,17.17,2.84,17.59,2.87,18.23,2.9,18.5,2.92,17.66,2.87,0.98,23.22,27.52,36.22,13.03,6.717521989,44.67355153,42.17849921,11.41993124,72.83640469,15.74366984,88.58007454,2.141549383,72.12471791,0.379117125,1.686608862,2.065725987,4.830506693,1046.370512,97.25186836,0.258811447,0,0,0.153462111,2.335932459,0,0.072057115,48,2,6,0,0,1,TAZ0016,826.7662354,1580.256403,1.580256403,145.1705069,-37.97332793
TAZ0017,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,2,1,3,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,7.096428488,44.67355548,42.17850073,11.41993173,72.83640259,15.74366963,88.58007222,2.14154933,72.12472046,0.379117122,1.686608862,2.065725984,4.830506747,1046.37045,84.75273901,1.342416412,0,8.667373676,2.563890395,2.672946792,0,0.308744255,44,0,7,0,0,1,TAZ0017,1207.64624,2308.242911,2.308242911,145.1569395,-37.9843583
TAZ0018,1,0,0,0,1,0,2,3,3,1,4,7,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,2,3,3,2,1,2,6,7,4,9,4,5,17,0,0,0,0,0,0,3,6,2,2,5,10,10,10,11,7,10,28,0,0,0,0,0,0,6,6,9,5,8,20,4,4,2,2,2,8,27.11,3.3,27.83,3.33,28.54,3.35,29.43,3.38,27.83,3.33,1.01,22.82,25.07,38.17,13.94,7.459186718,40.05548579,47.74347797,9.802844235,74.8885127,15.30864372,90.19715641,1.617657448,70.22073865,0.578618135,1.722733106,2.30135124,4.684689113,1222.106644,27.46699077,28.09654507,0,3.101679419,24.74968502,16.58523965,0,0.751791294,72,6,13,0,0,0,TAZ0018,1735.73584,2840.567601,2.840567601,145.1464178,-37.98528241
TAZ0019,0,1,0,0,0,1,1,2,0,2,3,4,1,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,3,2,3,2,4,4,9,1,0,0,0,0,0,1,1,1,1,2,3,3,4,3,5,6,12,0,0,0,0,0,0,2,4,2,4,5,10,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,6.976544321,44.67355204,42.17850061,11.4199315,72.83640278,15.74366906,88.58007184,2.141549454,72.12472032,0.379117113,1.686608874,2.065725987,4.830507138,1046.370451,71.93253122,10.6760498,0,0,12.42219394,4.967797028,0,0.454309715,58,1,23,0,0,0,TAZ0019,1071.210205,2047.448697,2.047448697,145.1712131,-37.98994654
TAZ0020,0,0,0,0,0,0,0,2,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,3,0,1,1,2,1,4,2,3,4,2,1,9,0,0,0,2,2,2,0,2,1,4,2,7,2,5,5,6,3,16,0,0,0,0,0,0,2,5,2,6,3,13,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,7.291366375,44.67355419,42.17850085,11.41993112,72.83640082,15.74366887,88.58006969,2.141549426,72.12472117,0.379117124,1.686608828,2.065725952,4.830506772,1046.370451,90.32333833,0,0,4.417095283,3.14417669,2.115288241,0,0.215871492,48,1,20,0,0,0,TAZ0020,1467.574585,2805.073662,2.805073662,145.1811886,-37.98155893
TAZ0021,0,0,0,0,0,0,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,4,3,1,0,3,4,4,0,0,0,1,1,1,0,1,1,2,2,4,3,2,1,5,6,8,0,0,0,1,0,1,2,1,1,5,6,7,1,1,0,0,0,1,70.28,4.25,77.75,4.35,84.05,4.43,88.76,4.49,77.36,4.35,0.98,23.22,27.52,36.22,13.03,7.010486695,44.67355101,42.1784976,11.41993195,72.83640493,15.74366959,88.58007452,2.141549378,72.12471688,0.379117123,1.686608809,2.065725932,4.830506671,1046.370519,65.73320252,5.650141506,0,0.488446296,2.351078042,25.77702647,0,0.463419138,77,1,5,0,0,0,TAZ0021,1108.193726,2118.164722,2.118164722,145.2053161,-37.9507157
TAZ0022,0,0,0,0,1,0,1,2,2,2,1,6,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,1,12,4,3,5,6,5,14,0,3,4,1,0,8,2,5,6,4,2,15,6,8,11,10,7,29,0,0,0,0,0,0,6,7,10,9,6,26,0,1,1,1,1,3,25.8,3.25,26.47,3.28,27.23,3.3,28.07,3.33,26.5,3.28,0.98,23.22,27.52,36.22,13.03,6.958698885,44.67355388,42.17849905,11.41993079,72.83639807,15.74366887,88.58006694,2.141549358,72.12471918,0.379117134,1.686608865,2.065725999,4.830506932,1046.370442,80.65605065,3.868763611,0,6.67476025,0,8.800561349,0,0.356528732,48,3,16,0,0,1,TAZ0022,1052.26355,2011.266635,2.011266635,145.2022136,-37.96356687
TAZ0023,1,0,0,0,1,0,2,0,4,2,2,6,3,0,1,1,1,2,0,0,0,0,0,0,0,0,2,1,0,3,6,1,7,6,5,14,8,3,10,8,8,21,1,2,1,0,2,3,4,2,3,4,2,9,12,5,13,12,10,30,0,0,0,1,0,1,10,5,10,8,7,23,2,0,3,4,3,7,14.4,2.67,14.56,2.68,14.67,2.69,14.94,2.7,14.54,2.68,0.98,23.22,27.52,36.22,13.03,7.056605069,44.67355205,42.17849792,11.4199312,72.83640293,15.74366895,88.58007188,2.14154935,72.12471979,0.379117125,1.686608913,2.065726038,4.830507094,1046.370458,60.12994765,20.28020517,0,1.850436739,8.314572475,8.112626472,1.31260958,0.60162286,48,3,21,0,0,1,TAZ0023,1160.498657,2218.149925,2.218149925,145.1999763,-37.97617883
TAZ0024,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,2,1,1,2,1,1,4,0,0,0,0,0,0,1,0,2,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.05,14.29,40.29,36.2,9.22,7.678953672,27.52666889,60.85710198,21.94205558,72.66866953,5.389273152,78.05794268,1.280906036,36.57449247,8.436353201,11.3750576,19.8114108,5.178111213,3778.278438,23.19449484,0,0,1.376533535,68.35319757,7.075114898,0,0.434441713,55,0,0,0,0,1,TAZ0024,2162.356054,1144.617495,1.144617495,145.0054565,-37.79058525
TAZ0025,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,1,1,0,0,1,1,2,1,1,1,1,3,1,0,0,0,0,0,1,3,0,0,4,3,4,4,1,1,5,6,0,0,0,0,1,0,3,3,1,1,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,6.348630734,44.67355322,42.17849957,11.41993083,72.83639856,15.74366956,88.58006812,2.141549458,72.12471912,0.379117133,1.686608867,2.065726,4.83050676,1046.37042,83.32286018,3.16128996,0,0,0.415185406,13.1027501,0,0.282792958,73,0,4,0,0,0,TAZ0025,571.7093506,1092.770329,1.092770329,145.217848,-37.95195584
TAZ0026,0,0,1,0,0,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,3,0,3,1,6,7,7,4,9,7,20,0,1,0,0,0,1,4,0,1,3,1,4,11,7,5,12,8,24,0,0,0,2,0,2,7,5,3,11,6,19,4,2,2,1,2,5,120.29,4.79,129.41,4.86,138.11,4.93,145.64,4.98,129.27,4.86,0.98,23.26,27.45,36.29,13,7.015085081,44.45343279,42.42398599,11.30551806,72.84134378,15.85313604,88.69447982,2.117938729,72.17714565,0.377806483,1.675620051,2.053426534,4.815975198,1046.514761,67.3638274,5.404258314,0,1.890569443,10.53927139,14.80124211,0,0.52353881,68,3,14,0,0,1,TAZ0026,1113.301363,2127.618547,2.127618547,145.222646,-37.95746803
TAZ0027,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,2,3,0,0,0,0,1,0,0,1,0,1,0,2,1,3,1,1,2,5,0,0,0,0,0,0,0,2,1,1,2,4,1,1,0,0,0,1,10.97,2.4,11.41,2.43,11.17,2.41,11.37,2.43,11.18,2.41,0.98,23.22,27.52,36.22,13.03,6.625374559,44.67355367,42.17849978,11.41993132,72.83639892,15.74366897,88.58006789,2.141549327,72.12472119,0.379117102,1.686608836,2.065725938,4.830506913,1046.370414,1.020937884,0,54.4579654,0,33.98059591,8.344184607,2.196102307,0.532214849,56,1,0,0,0,0,TAZ0027,753.9865723,1441.143499,1.441143499,145.1966865,-37.98717664
TAZ0028,0,0,0,0,0,0,0,0,1,2,1,3,0,1,0,1,0,2,0,1,0,0,0,1,0,0,1,2,0,3,0,1,0,1,2,2,0,1,0,3,4,4,0,1,0,0,3,1,1,0,2,2,4,4,1,2,2,5,8,9,0,0,0,0,0,0,0,0,2,4,7,6,1,2,0,1,1,3,41.52,3.73,42.72,3.75,43.81,3.78,45.17,3.81,42.68,3.75,0.98,23.22,27.52,36.22,13.03,6.023566774,44.67355688,42.17850278,11.41993128,72.83640197,15.74366964,88.58007161,2.141549298,72.12471681,0.379117088,1.68660872,2.065725808,4.830506628,1046.370448,15.99859174,0.552339796,3.908892,0,10.254001,4.390697472,64.89429969,0.565300699,61,3,10,0,0,0,TAZ0028,413.0492249,789.4801666,0.789480167,145.20646,-37.99194941
TAZ0029,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,3,0,2,2,5,0,1,0,0,0,1,1,0,0,2,0,2,1,3,0,4,2,7,0,0,0,0,0,0,1,0,0,3,2,3,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0.98,23.22,27.52,36.22,13.03,6.327410108,44.6735575,42.17850247,11.41993101,72.83640144,15.74366861,88.58007005,2.141549388,72.12472382,0.379117114,1.686608894,2.065726008,4.830506906,1046.370418,94.35035886,0,0,0.579212643,3.299299661,1.770679872,0,0.138075792,48,0,12,0,0,0,TAZ0029,559.7051392,1069.79826,1.06979826,145.2104344,-37.96201432
TAZ0030,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,3,5,0,0,1,0,1,1,1,0,0,1,0,1,2,2,2,2,3,6,0,0,0,0,0,0,1,0,1,1,2,2,1,2,1,1,1,4,20.07,3,24.14,3.18,28.51,3.35,29.39,3.38,24.24,3.19,0.98,23.22,27.52,36.22,13.03,6.716226574,44.67355532,42.17849977,11.41993124,72.83639732,15.74366855,88.58006587,2.141549488,72.12472386,0.379117125,1.686608836,2.065725962,4.830507123,1046.370464,86.68287201,0.989177315,0,4.891451355,5.361220427,2.075214966,0,0.284923658,46,3,19,0,0,1,TAZ0030,825.6959229,1578.208529,1.578208529,145.21351,-37.96715955
TAZ0031,0,1,0,0,0,1,3,2,3,2,6,7,0,1,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,2,1,1,3,1,1,5,5,5,6,9,10,20,0,6,2,1,3,9,2,5,4,0,2,9,7,10,10,9,12,29,0,0,0,0,1,0,4,8,6,7,12,21,3,2,4,2,0,8,16.31,2.79,16.66,2.81,17.27,2.85,17.58,2.87,16.75,2.82,0.98,23.22,27.52,36.22,13.03,5.494741763,44.67355501,42.17850314,11.41993135,72.83639666,15.74366831,88.58006497,2.141549306,72.12471947,0.379117129,1.686608813,2.065725941,4.830507136,1046.37046,1.472875768,0,0,0,0,17.1100156,81.418011,0.273179016,56,8,8,0,0,0,TAZ0031,243.4086609,465.2479529,0.465247953,145.2161964,-37.98600249
TAZ0032,2,0,0,1,0,1,5,1,1,2,2,4,1,1,1,1,0,3,0,0,1,0,0,1,0,1,1,0,0,2,2,2,1,4,2,7,3,6,4,9,5,19,2,1,4,0,3,5,6,1,2,2,2,5,9,7,7,11,7,25,0,0,0,0,0,0,5,7,5,9,7,21,4,0,2,2,0,4,6.51,1.87,6.69,1.9,6.75,1.91,6.87,1.93,6.65,1.89,0.98,23.22,27.52,36.22,13.03,6.266372467,44.67355261,42.1784974,11.41993131,72.83639513,15.74366903,88.58006416,2.141549516,72.12472528,0.379117122,1.686608902,2.065726023,4.830506907,1046.370463,72.42276101,2.380979339,0,22.5171672,0,2.353704819,0.326231965,0.393284187,43,1,8,0,0,2,TAZ0032,526.5637817,1006.466154,1.006466154,145.2123672,-37.9785355
TAZ0033,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,1,0,1,3,1,4,1,0,0,0,0,0,1,0,1,0,2,1,2,0,2,3,3,5,0,0,0,0,0,0,1,0,1,2,3,3,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0.98,23.27,27.5,36.24,13,6.535029286,44.56880668,42.29431286,11.36257162,72.84352936,15.79390334,88.6374327,2.128751363,72.16364334,0.376777167,1.678399568,2.055176735,4.818172444,1040.591634,74.76761038,1.488863497,0,0,21.39789533,2.348668372,0,0.35875077,60,1,11,0,0,0,TAZ0033,688.8539577,1324.006189,1.324006189,145.2266493,-37.98329988
