Zones,Total,Ser,Minor,VKT,LN_PO,P_YP,INC1,Cycle,Res,Coma,Index,Trams,T_Sig,Schol,Bus,Speed,Longi,Latit,AREA
GRID364,77,35,40,3.9955,8.7601,27.3098,38.7552,0.3325,70.8672,2.4779,0.5146,0,6,5,114,51.5323,144.6609955,-37.88270187,10851970.22
GRID365,114,34,78,4.8313,8.8323,27.2913,37.3841,0.3837,47.9044,5.4645,0.6491,0,15,7,88,51.1392,144.6940002,-37.88270187,10851649.55
GRID366,67,18,46,5.5538,8.9509,27.3364,31.671,0.53,49.8395,1.7776,0.6459,0,17,5,28,57,144.727005,-37.88270187,10851333.93
GRID367,82,26,56,5.4781,8.9706,27.3386,30.799,0.5498,76.7894,2.2906,0.4681,0,16,2,51,55.6701,144.7610016,-37.88270187,10851022.53
GRID368,22,8,13,2.6885,8.8823,27.3358,30.8161,0.5652,36.4268,13.9736,0.6971,0,1,3,30,53.9655,144.7929993,-37.88230133,9934677.12
GRID369,26,10,16,0.8124,7.4348,26.1511,32.5626,1.2085,86.0017,3.2063,0.3146,0,2,2,33,45.2542,144.826004,-37.87080002,1953323.188
GRID370,0,0,0,0,4.6913,22.9358,35.1351,2.381,9.7066,0,0.2576,0,0,0,0,0,144.8529968,-37.86719894,56874.8962
GRID371,5,2,3,0,7.5771,22.8879,36.6412,2.7926,48.722,0,0.5385,0,0,0,12,44.2857,144.8970032,-37.86880112,1018940.673
GRID372,0,0,0,0,4.6821,23.1481,36.1111,2.381,0,0,0.3528,0,0,0,0,40,144.9120026,-37.86719894,56334.1397
GRID373,10,4,5,2.5688,7.2414,13.0372,26.1261,4.5926,17.2431,0,0.5382,2,4,0,0,46.6667,144.9750061,-37.87390137,431295.4418
GRID374,362,105,255,5.1584,10.4399,19.5017,29.4406,3.1607,77.5529,5.4588,0.4209,53,55,16,161,45.0099,144.9949951,-37.88219833,9873260.583
GRID375,278,76,201,4.6356,10.5955,21.2884,31.9389,2.3766,79.4988,3.3737,0.3985,77,38,10,101,49.9602,145.0269928,-37.88270187,10848701.14
GRID376,250,76,171,5.3601,10.3882,20.1361,33.27,1.7824,80.3944,3.0058,0.3774,24,42,9,142,51.2397,145.0610046,-37.88270187,10848392.43
GRID377,269,67,201,6.3842,10.3272,20.9767,34.5415,1.7928,68.9082,5.7689,0.5501,0,38,7,119,53.2948,145.0939941,-37.88270187,10848353.04
GRID378,123,30,91,6.5383,10.1601,21.1799,38.4954,1.0431,72.1985,12.1065,0.4828,0,24,9,90,53.1126,145.1269989,-37.88270187,10847906.26
GRID379,161,42,118,5.957,10.1393,21.8088,38.1339,0.8643,79.6379,6.2877,0.4206,0,27,9,121,51.3415,145.1609955,-37.88270187,10847650.65
GRID380,29,4,24,3.4616,9.6327,22.4582,33.4577,0.446,35.2764,3.3788,0.6598,0,4,1,40,54.6154,145.1940002,-37.88270187,10847399.41
GRID381,115,35,79,5.948,9.5263,22.7107,31.9348,0.4083,67.0486,4.5155,0.6047,0,20,8,162,58.0952,145.227005,-37.88270187,10847151.9
GRID382,101,27,74,4.7345,9.5549,24.9982,33.0147,0.4025,65.3522,9.2388,0.6316,0,12,7,121,51.8182,145.2610016,-37.88270187,10846911.1
GRID383,106,36,70,4.8686,9.3398,26.6034,32.1189,0.368,65.9779,3.3587,0.6081,0,13,5,88,52.5,145.2940063,-37.88270187,10846658.13
GRID384,31,12,19,2.7121,7.8648,25.3456,34.2007,0.4625,40.7824,0.2918,0.4683,0,2,2,28,60.8197,145.3269958,-37.88270187,10821571.21
GRID385,19,5,14,2.7073,7.8671,25.3257,34.2398,0.4617,38.9543,0.1276,0.4827,0,0,2,20,54.507,145.3609924,-37.88270187,10846212.72
GRID386,19,4,14,2.8696,7.8671,25.3257,34.2398,0.4617,78.187,0.6254,0.4046,0,2,2,27,55.2128,145.3939972,-37.88270187,10845988.79
GRID387,15,6,9,0,7.8671,25.3257,34.2398,0.4617,82.3082,0.0733,0.3125,0,0,2,0,51.8605,145.427002,-37.88270187,10845769.93
GRID388,3,0,3,0,7.8667,25.3354,34.2398,0.4617,93.4244,0.0054,0.1437,0,0,1,0,59.0909,145.4609985,-37.88270187,10845555.93
GRID389,2,1,1,0,7.8594,25.3668,34.2466,0.4651,57.4627,0.0013,0.385,0,0,0,0,63.3333,145.4940033,-37.88270187,10845345.31
GRID390,5,0,5,0,7.0716,25.7216,34.7107,0.4124,21.8502,0,0.3128,0,0,0,0,86,145.5269928,-37.88270187,10845140.9
GRID391,1,0,1,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.5610046,-37.88270187,10844933.14
GRID392,2,1,1,0,5.8021,27.4924,37.3737,0,0,0,0.0282,0,0,0,0,0,145.5939941,-37.88270187,10844744.06
GRID393,1,1,0,0,5.8021,27.4924,37.3737,0,0.1105,0,0.0113,0,0,0,0,0,145.6269989,-37.88270187,10844552.48
GRID394,0,0,0,0,5.8021,27.4924,37.3737,0,0.3877,0,0.0131,0,0,0,0,0,145.6609955,-37.88270187,10844366.12
GRID395,1,0,1,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.6940002,-37.88270187,10844183.95
GRID396,0,0,0,0,5.8021,27.4924,37.3737,0,0.149,0,0.0058,0,0,0,0,0,145.727005,-37.88270187,10844005.78
GRID397,4,2,2,0.1853,5.4638,27.5424,36.6197,0,2.6651,0,0.087,0,0,0,0,85,145.7590027,-37.88130188,7751908.839
GRID398,3,3,0,0,4.4067,28.0488,36,0,0,0,0.0318,0,0,0,0,0,145.7899933,-37.87200165,2699773.444
GRID399,0,0,0,0,7.5924,28.24,46.3533,0.5797,0,0,0,0,0,0,0,0,144.4620056,-37.85039902,8960376.877
GRID400,0,0,0,0,7.7845,28.2563,46.4525,0.5981,0,0,0,0,0,0,0,0,144.4940033,-37.84939957,10858479.79
GRID401,0,0,0,1.2897,7.7841,28.2681,46.4525,0.5981,0,0,0.1285,0,0,0,0,0,144.5269928,-37.84939957,10858136.22
GRID402,3,1,2,0,7.7841,28.2681,46.4525,0.5981,0.0322,0,0.2395,0,0,0,0,0,144.5610046,-37.84939957,10857797.08
GRID403,4,1,3,0,7.8104,28.2238,46.0836,0.5807,8.2563,0,0.1818,0,0,0,0,77.5,144.5939941,-37.84939957,10857462.82
GRID404,0,0,0,0,8.6169,27.4077,39.5307,0.3867,0,0,0,0,0,0,0,0,144.6269989,-37.84939957,10857132.58
GRID405,43,21,21,3.0414,8.8115,27.2836,38.5075,0.3546,62.1376,0.422,0.4268,0,6,3,44,55.122,144.6609955,-37.84939957,10856808.01
GRID406,93,22,70,4.7428,8.8763,27.3045,35.239,0.4722,86.1059,2.3393,0.301,0,13,6,69,52.0721,144.6940002,-37.84939957,10856487.2
GRID407,47,20,26,2.1054,8.9692,27.3387,30.8817,0.5507,40.6226,0.5577,0.4032,0,5,4,25,55,144.727005,-37.84939957,10856170.95
GRID408,49,25,23,5.5469,8.9709,27.3409,30.7857,0.5495,8.9278,1.4392,0.7169,0,10,3,21,53.1707,144.7610016,-37.84939957,10855859.59
GRID409,89,29,59,6.0796,8.9709,27.3409,30.7857,0.5495,2.9571,4.0727,0.6365,0,10,1,20,63.3766,144.7940063,-37.84939957,10855552.92
GRID410,29,13,16,3.5564,9.0413,26.8443,31.5063,0.785,15.9871,13.1393,0.8355,0,5,3,34,49.7279,144.8269958,-37.84939957,10855250.63
GRID411,82,24,58,3.7952,9.7016,23.2073,36.1945,2.6487,41.1689,3.6156,0.8195,0,9,3,105,49.8404,144.8600006,-37.8484993,9590773.612
GRID412,71,23,48,4.6453,9.8563,20.39,33.7017,3.3112,46.4131,2.9716,0.7905,0,16,8,73,47.2603,144.8930054,-37.8492012,8974408.978
GRID413,68,16,52,3.6253,9.2764,12.6743,26.1866,4.5734,39.2046,6.0161,0.7944,5,20,2,51,50,144.927002,-37.84420013,3322374.559
GRID414,350,110,240,5.3632,10.1091,12.3952,26.1538,4.595,48.0801,7.5257,0.634,79,62,6,47,48.19,144.9620056,-37.84719849,7455989.796
GRID415,755,205,543,5.9727,10.8519,10.7339,30.0993,4.5396,63.3402,13.0232,0.587,143,93,15,99,46.134,144.9940033,-37.84939957,10853808.66
GRID416,295,80,215,6.3208,10.4282,19.7432,27.8387,2.3555,77.8123,4.9231,0.439,124,60,10,63,51.7376,145.0269928,-37.84939957,10853534.37
GRID417,241,65,176,5.894,10.3944,20.9842,27.7614,2.5181,80.705,2.6236,0.3904,65,57,9,72,51.3974,145.0610046,-37.84939957,10853263.14
GRID418,179,41,138,4.6314,10.2312,22.6898,34.107,1.9833,77.9246,2.6825,0.4389,46,30,11,65,46.3725,145.0939941,-37.84939957,10852807.97
GRID419,112,34,77,4.6784,10.1729,22.3563,36.7877,1.3845,74.7168,2.0453,0.5134,12,27,6,126,51.7293,145.1269989,-37.84939957,10852738.84
GRID420,167,45,117,6.1343,10.1213,21.6865,39.0502,0.7222,78.6935,6.5999,0.4273,12,22,10,125,50.9357,145.1609955,-37.84939957,10852477.49
GRID421,82,22,57,4.8006,10.0702,21.9688,38.4595,0.7219,64.4383,2.9893,0.609,1,14,8,98,50.5128,145.1940002,-37.84939957,10852230.69
GRID422,120,31,88,5.7102,9.7834,21.6778,39.1363,0.6645,64.4097,1.2499,0.5849,0,19,8,62,57.8626,145.227005,-37.84939957,10851983.94
GRID423,82,15,67,5.0178,9.7676,21.8353,39.1767,0.6437,71.5109,3.3378,0.5429,0,18,7,85,52.5547,145.2610016,-37.84939957,10851742.02
GRID424,108,31,76,4.348,8.9329,23.347,37.3729,0.543,62.0951,3.1869,0.6344,0,15,4,116,52,145.2940063,-37.84939957,10851503.66
GRID425,19,9,10,0,7.8663,25.3451,34.2822,0.4617,52.5133,2.5466,0.5247,0,2,2,12,62.8947,145.3269958,-37.84939957,10839843.83
GRID426,35,10,24,2.6771,7.8675,25.3543,34.2398,0.4613,50.1967,0.5986,0.5553,0,0,2,39,54.1176,145.3609924,-37.84939957,10851042.06
GRID427,0,0,0,0,7.8675,25.3543,34.2398,0.4613,13.8981,35.0828,0.6515,0,0,0,0,0,145.3939972,-37.84939957,10850815.31
GRID428,11,5,5,2.9578,7.8675,25.3543,34.2398,0.4613,63.8992,32.5548,0.411,0,0,0,12,73.5714,145.427002,-37.84939957,10850599.33
GRID429,2,2,0,0.739,7.8656,25.3262,34.2822,0.4625,47.2347,0.6491,0.3993,0,0,1,0,40,145.4609985,-37.84939957,10850385.13
GRID430,1,0,1,-2.7287,6.9068,25.9259,34.8534,0.2439,6.9503,0.6459,0.1757,0,0,0,0,70,145.4940033,-37.84939957,10850174.36
GRID431,5,0,5,0,6.3439,26.5378,35.6322,0.4348,14.1564,0.061,0.2384,0,0,0,0,0,145.5269928,-37.84939957,10849934.39
GRID432,0,0,0,0,5.8021,27.4924,37.3737,0,34.695,0,0.3317,0,0,0,0,0,145.5610046,-37.84939957,10849768.46
GRID433,3,2,1,0,5.8021,27.4924,37.3737,0,55.5716,0.0221,0.381,0,0,0,0,80,145.5939941,-37.84939957,10849572.18
GRID434,1,0,1,0,5.8021,27.4924,37.3737,0,0.1514,0,0.0058,0,0,0,0,0,145.6269989,-37.84939957,10849380.08
GRID435,2,0,2,0,5.8021,27.4924,37.3737,0,4.6675,0,0.1021,0,0,0,0,0,145.6609955,-37.84939957,10849193.67
GRID436,4,0,4,0,5.8021,27.4924,37.3737,0,37.6919,0,0.36,0,0,0,0,80,145.6940002,-37.84939957,10849011.09
GRID437,3,2,1,0,5.8021,27.4924,37.3737,0,9.0725,0,0.1744,0,0,0,0,77.7778,145.727005,-37.84939957,10848832.87
GRID438,2,2,0,0,5.8021,27.4924,37.3737,0,3.0547,0.2097,0.1071,0,0,0,0,70,145.7610016,-37.84939957,10848659.96
GRID439,0,0,0,0,5.7137,27.7228,37.3626,0,0,0,0,0,0,0,0,0,145.7929993,-37.8492012,9948322.928
GRID440,0,0,0,0,2.1972,22.2222,33.3333,0,0,0,0,0,0,0,0,0,145.8139954,-37.85359955,291246.0453
GRID441,0,0,0,0,6.1092,28.2222,46.4286,0.6369,0,0,0,0,0,0,0,0,144.4730072,-37.81740189,2034582.498
GRID442,0,0,0,0,7.7849,28.2446,46.3904,0.5974,0,0,0.0373,0,0,0,0,0,144.4940033,-37.81600189,10863316.7
GRID443,0,0,0,0,7.7849,28.2446,46.3904,0.5974,4.6499,0,0.149,0,0,0,0,0,144.5269928,-37.81600189,10862972.69
GRID444,0,0,0,0,7.8022,28.2502,46.0526,0.5848,10.4017,0,0.1719,0,0,0,0,0,144.5610046,-37.81600189,10862769.55
GRID445,1,1,0,0,8.625,27.3837,39.403,0.3831,0.0299,0,0.0568,0,0,0,0,0,144.5939941,-37.81600189,10862306.39
GRID446,0,0,0,0,8.812,27.2863,38.4883,0.3545,14.9749,0,0.217,0,0,0,0,80,144.6269989,-37.81600189,10861967.75
GRID447,11,2,8,3.0984,8.7721,27.2784,38.5411,0.3689,67.6487,0,0.3381,0,1,0,0,78.8889,144.6609955,-37.81600189,10861630.47
GRID448,28,15,13,3.4125,8.6985,27.3106,37.6392,0.3949,0.0158,0.2907,0.0335,0,0,0,0,82.3529,144.6940002,-37.81600189,10861327.27
GRID449,6,2,4,0,8.7292,27.358,31.6794,0.4957,0,0.2105,0.2542,0,2,0,0,73.3333,144.727005,-37.81600189,10861004.4
GRID450,22,8,13,3.7081,9.1604,26.1642,37.8727,0.5249,0,0.0466,0.3792,0,7,0,11,73.0612,144.7610016,-37.81600189,10860693.34
GRID451,86,22,61,6.1298,9.3192,25.7758,40.1399,0.538,2.5952,0.9719,0.4256,0,10,0,14,71.3043,144.7940063,-37.81600189,10860370.84
GRID452,107,33,73,6.3839,9.6686,22.9621,40.6295,2.007,14.284,2.523,0.6305,0,26,3,53,62.1905,144.8269958,-37.81600189,10860073.42
GRID453,149,53,94,6.0725,9.9659,21.5765,38.9692,2.9806,32.6105,2.0537,0.6444,0,34,4,117,55.5263,144.8609924,-37.81600189,10859766.33
GRID454,272,90,182,4.9459,10.0655,19.2321,36.6721,3.6617,38.4287,7.9077,0.8449,5,64,7,121,52.7155,144.8939972,-37.81600189,10859424.73
GRID455,235,78,155,6.6333,10.4307,12.3152,31.8732,5.7343,1.7189,23.9887,0.7752,4,58,0,64,61.8978,144.927002,-37.81600189,10859090.91
GRID456,1619,470,1144,6.2903,10.4775,12.1378,32.3291,5.8619,25.9967,43.8921,0.7469,235,282,11,149,47.3515,144.9609985,-37.81600189,10858653.1
GRID457,684,200,479,6.2308,10.6695,13.7412,32.1728,8.58,42.1478,16.0561,0.7854,101,121,13,60,43.4091,144.9940033,-37.81600189,10858638.08
GRID458,291,91,196,4.9841,10.3707,20.2288,27.7013,4.298,66.2996,7.1232,0.5777,91,47,15,34,47.0684,145.0269928,-37.81600189,10858364.94
GRID459,231,67,164,4.819,10.2436,22.3614,26.1104,2.4873,80.9332,5.2544,0.3751,57,46,11,87,45.2824,145.0610046,-37.81600189,10858094.2
GRID460,158,51,105,4.5115,10.261,22.7689,33.3998,1.4278,87.1141,3.3991,0.2843,16,28,10,119,47.7561,145.0939941,-37.81600189,10857828.64
GRID461,206,58,146,5.0736,10.2449,22.8429,34.7821,1.2599,76.898,4.3981,0.4677,5,39,10,198,49.0311,145.1269989,-37.81600189,10857568.09
GRID462,156,40,116,6.2172,10.1029,23.208,36.505,0.9049,72.2019,5.8864,0.5474,0,28,10,151,51.5574,145.1609955,-37.81600189,10857310.89
GRID463,112,31,77,5.6143,10.055,23.1771,36.4634,0.856,71.762,4.2788,0.532,0,21,7,123,56.8493,145.1940002,-37.81600189,10857056.49
GRID464,233,66,165,5.4643,9.6021,23.1414,36.9629,0.5865,67.684,5.7229,0.592,0,42,6,119,56.9565,145.227005,-37.81600189,10856812.4
GRID465,141,41,95,4.6495,9.6463,23.1426,39.6896,0.5072,80.6317,3.4306,0.4139,0,22,4,75,54.381,145.2610016,-37.81600189,10856569.83
GRID466,101,22,79,4.5622,9.5951,23.2848,40.4294,0.4664,42.4826,4.6714,0.6974,0,12,3,89,59.3182,145.2940063,-37.81600189,10856378.47
GRID467,50,13,37,4.3112,9.0813,23.5863,39.589,0.4724,65.4556,3.1958,0.608,0,10,5,71,56.0748,145.3269958,-37.81600189,10856098.35
GRID468,26,10,15,2.2846,8.0084,25.0166,35.2754,0.4819,60.7963,0.1742,0.4549,0,1,2,45,56.8254,145.3609924,-37.81600189,10855869.47
GRID469,15,4,11,0,7.8462,25.5086,34.2205,0.3766,26.5885,14.4693,0.5475,0,0,0,17,67.8947,145.3939972,-37.81600189,10855645.16
GRID470,6,1,5,0.904,7.8427,25.5202,34.2239,0.3777,83.7695,13.8501,0.2709,0,0,1,8,70.7407,145.427002,-37.81600189,10855425.83
GRID471,0,0,0,1.5976,7.8671,25.3257,34.2398,0.4617,83.6227,0.8667,0.2804,0,0,0,0,82,145.4609985,-37.81600189,10855211.08
GRID472,5,3,2,1.532,7.3969,25.5671,34.4622,0.2963,27.9103,0.8194,0.3727,0,0,1,0,64.5161,145.4940033,-37.81600189,10855000.27
GRID473,2,0,2,0,5.9738,27.2265,35.5932,0,61.0495,1.2328,0.3939,0,0,0,0,80,145.5269928,-37.81600189,10854794.55
GRID474,0,0,0,-0.3858,5.8021,27.4924,37.3737,0,60.5221,1.4537,0.3767,0,0,0,0,75.5556,145.5610046,-37.81600189,10854593.72
GRID475,1,1,0,0,5.8021,27.4924,37.3737,0,55.7488,1.1041,0.4058,0,0,1,0,77.6,145.5939941,-37.81600189,10854397
GRID476,0,0,0,0,5.8021,27.4924,37.3737,0,29.4734,0,0.323,0,0,0,0,75,145.6269989,-37.81600189,10854204.85
GRID477,4,0,4,0,5.8021,27.4924,37.3737,0,29.0376,0.1165,0.3432,0,0,1,0,61.4706,145.6609955,-37.81600189,10854018.21
GRID478,0,0,0,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.6940002,-37.81600189,10853835.21
GRID479,0,0,0,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.727005,-37.81600189,10853656.8
GRID480,0,0,0,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.7610016,-37.81600189,10853483.5
GRID481,1,1,0,0,5.5645,27.5862,37.1795,0,0,0,0,0,0,0,0,0,145.7929993,-37.81539917,8549330.727
GRID482,0,0,0,0,4.3567,26.9231,39.1304,0,0,0,0,0,0,0,0,0,145.8240051,-37.80509949,2551636.385
GRID483,0,0,0,0,4.0431,28.0702,35.2941,0,0,0,0,0,0,0,0,0,145.8659973,-37.80659866,1886260.65
GRID484,0,0,0,0,5.3613,27.6995,37.5,0,0,0,0,0,0,0,0,0,145.8939972,-37.81140137,6979259.634
GRID485,0,0,0,0,4.6634,27.3585,37.5,0,0,0,0,0,0,0,0,0,145.9190063,-37.81370163,3475695.703
GRID486,0,0,0,0,4.0254,28.5714,47.0588,0,0,0,0.0866,0,0,0,0,0,144.4759979,-37.79219818,259760.8106
GRID487,0,0,0,0,7.5939,27.996,44.7154,0.5618,0,0,0.0197,0,0,0,0,0,144.4940033,-37.78279877,10643104.18
GRID488,0,0,0,0,7.5559,27.9289,43.9932,0.4323,49.1495,0,0.3561,0,0,0,0,0,144.5269928,-37.78269958,10867763.64
GRID489,1,1,0,0,7.423,27.6583,42.3301,0.1603,42.4933,0,0.3504,0,0,0,0,55,144.5610046,-37.78269958,10867315.03
GRID490,1,1,0,2.3143,7.7489,27.5119,40.7932,0.2294,6.7408,32.7986,0.4619,0,0,0,0,0,144.5939941,-37.78269958,10867129.9
GRID491,5,1,4,2.4828,7.5787,27.6074,41.4023,0.2725,0.094,0,0.0039,0,0,0,0,0,144.6269989,-37.78269958,10866798.81
GRID492,1,0,1,0,7.4055,27.5988,42.0949,0.3252,0.0115,0,0.0006,0,0,0,0,0,144.6609955,-37.78269958,10866473.18
GRID493,5,4,1,0,7.4049,27.6764,42.0949,0.3252,0,0,0.0214,0,0,0,0,100,144.6940002,-37.78269958,10866151.8
GRID494,2,1,1,4.4693,8.3775,26.8859,43.1076,0.1988,0,7.24,0.1764,0,0,0,1,100,144.727005,-37.78269958,10865834.52
GRID495,93,33,60,4.7498,9.6772,25.6631,45.0794,0.3815,42.9081,13.739,0.7378,0,12,4,46,61.4286,144.7610016,-37.78269958,10865495.23
GRID496,110,44,65,6.2914,9.6369,24.765,46.7001,0.5064,40.0244,0.4837,0.6899,0,27,5,65,51.859,144.7940063,-37.78269958,10865214.81
GRID497,214,66,144,4.5218,9.7877,22.516,44.326,1.8424,57.2362,7.6318,0.6955,0,38,10,149,49.0357,144.8269958,-37.78269958,10864892.98
GRID498,127,47,79,4.5966,9.9312,20.357,42.1576,2.7826,57.3053,11.2004,0.7195,0,26,9,118,50.2525,144.8609924,-37.78269958,10864577.65
GRID499,229,71,155,4.7576,10.066,19.898,39.4527,3.3311,46.7787,7.4728,0.7982,46,46,8,127,50.2415,144.8939972,-37.78269958,10864294.43
GRID500,332,89,240,6.0941,10.359,15.6346,35.2493,5.8154,54.5937,5.8448,0.7257,69,67,15,103,47.6838,144.927002,-37.78269958,10863991.87
GRID501,612,182,426,5.3104,10.5345,14.06,35.8035,8.7783,46.8114,7.168,0.7625,106,73,11,132,45.4034,144.9609985,-37.78269958,10863730.95
GRID502,474,147,324,5.6487,10.5541,16.3406,33.8397,9.7459,59.8933,8.3243,0.61,69,75,14,133,45.6083,144.9940033,-37.78269958,10863596.92
GRID503,182,54,125,5.5579,10.1962,20.9097,33.8649,6.8393,53.7854,3.1516,0.7108,0,30,6,120,52.4658,145.0269928,-37.78269958,10863189.31
GRID504,103,26,76,5.5053,10.0214,23.1535,30.3505,2.0073,54.0164,1.6225,0.6398,17,19,9,74,50.146,145.0610046,-37.78269958,10862920.38
GRID505,119,40,78,6.2846,10.0022,22.1281,33.1083,1.0204,79.4676,1.2165,0.4014,5,27,5,120,51.6058,145.0939941,-37.78269958,10862654.34
GRID506,179,51,127,5.4703,9.9499,20.9393,36.8333,0.4728,74.5825,3.9268,0.4758,0,25,6,126,58.125,145.1269989,-37.78269958,10862393.12
GRID507,89,37,51,3.9772,9.9475,20.7378,37.4867,0.3854,86.878,1.7993,0.2845,0,17,9,157,51.194,145.1609955,-37.78269958,10862136.02
GRID508,34,13,21,3.2836,9.7132,22.2195,36.4005,0.3971,88.9502,0.9763,0.248,0,3,2,45,57.284,145.1940002,-37.78269958,10861883.78
GRID509,31,7,23,3.2262,9.2761,25.4682,32.9325,0.3489,87.031,1.0986,0.297,0,6,5,72,52.8421,145.227005,-37.78269958,10861632.14
GRID510,71,21,50,4.7351,9.3008,25.4499,33.0529,0.363,84.9493,1.5522,0.3359,0,9,11,99,48.8811,145.2610016,-37.78269958,10861393.25
GRID511,120,37,82,4.1284,9.4552,23.814,38.8412,0.442,77.2767,3.0809,0.4713,0,16,4,113,53.7815,145.2940063,-37.78269958,10861044.37
GRID512,72,21,51,2.3852,9.2621,23.521,40.0456,0.4639,76.4138,3.114,0.4589,0,8,8,53,50.4965,145.3269958,-37.78269958,10860921.45
GRID513,38,9,29,3.9255,8.662,24.1564,38.7798,0.4207,80.3419,1.9798,0.4015,0,2,4,49,58.913,145.3609924,-37.78269958,10860692.56
GRID514,30,12,17,3.3294,7.7262,26.4667,34.2647,0.2112,84.1215,2.2151,0.3533,0,5,4,23,56.8254,145.3939972,-37.78269958,10860467.38
GRID515,25,10,15,3.2398,7.7244,26.4693,34.3152,0.2114,92.7603,1.2443,0.188,0,1,1,13,63.2051,145.427002,-37.78269958,10860247.99
GRID516,29,8,20,3.0793,7.7359,26.3434,34.4477,0.2092,92.236,0.7173,0.1952,0,1,1,8,63.2692,145.4609985,-37.78269958,10860032.56
GRID517,6,4,1,0,7.7297,26.1978,34.3023,0.3161,96.1581,0.3317,0.1011,0,0,0,4,78.125,145.4940033,-37.78269958,10859822.15
GRID518,12,8,4,2.5401,6.2653,27.1863,36.0759,0,76.3689,1.1781,0.4028,0,1,1,9,63.125,145.5269928,-37.78269958,10859616.19
GRID519,20,11,8,2.1213,5.8021,27.4924,37.3737,0,86.3139,0.4521,0.272,0,0,1,13,65,145.5610046,-37.78269958,10859414.67
GRID520,18,5,12,1.7494,5.8021,27.4924,37.3737,0,82.9662,0.7545,0.3045,0,2,1,10,66.4286,145.5939941,-37.78269958,10859217.8
GRID521,16,7,9,2.2044,5.8021,27.4924,37.3737,0,72.7088,3.383,0.4462,0,1,3,14,60.8772,145.6269989,-37.78269958,10859025.61
GRID522,5,2,3,0,5.8021,27.4924,37.3737,0,35.2086,1.8537,0.4556,0,0,1,4,54.7619,145.6609955,-37.78269958,10858838.36
GRID523,1,1,0,0,5.8021,27.4924,37.3737,0,1.7238,0,0.0448,0,0,0,0,0,145.6940002,-37.78269958,10858655.33
GRID524,2,0,2,0,5.8021,27.4924,37.3737,0,4.1466,0,0.0887,0,0,0,0,0,145.727005,-37.78269958,10858476.67
GRID525,2,1,1,0,5.8021,27.4924,37.3737,0,8.9046,0,0.1543,0,0,0,0,0,145.7610016,-37.78269958,10858303.14
GRID526,0,0,0,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.7940063,-37.78269958,10858134.33
GRID527,0,0,0,0,5.7961,27.6596,36.7347,0,0,0,0,0,0,0,0,0,145.8269958,-37.78269958,10795070.08
GRID528,0,0,0,0,5.7961,27.6596,36.7347,0,0,0,0,0,0,0,0,0,145.8609924,-37.78269958,10806167.77
GRID529,0,0,0,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.8939972,-37.78269958,10857654.54
GRID530,0,0,0,0,4.7536,27.5862,37.1429,0,0,0,0,0,0,0,0,0,145.9210052,-37.78219986,3821092.657
GRID531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.9759979,-37.76660156,24893.7588
GRID532,0,0,0,0,6.5525,25.535,51.7094,0.4149,0,0,0,0,0,0,0,0,145.9929962,-37.76729965,591182.8561
GRID533,0,0,0,0,4.585,27.551,43.3333,0,0,0,0,0,0,0,0,0,146.0279999,-37.77000046,2111574.198
GRID534,0,0,0,0,3.4965,27.2727,40,0,0,0,0,0,0,0,0,0,146.0559998,-37.76919937,1094022.55
GRID535,0,0,0,0,2.5649,30.7692,25,0,0,0,0,0,0,0,0,0,146.1069946,-37.76990128,421079.5755
GRID536,0,0,0,0,5.1417,27.4854,37.2549,0,0,0,0,0,0,0,0,0,146.1269989,-37.77679825,5603961.431
GRID537,0,0,0,0,2.3026,30,33.3333,0,0,0,0,0,0,0,0,0,146.1490021,-37.76800156,314081.8
GRID538,1,0,1,0.4668,7.2174,27.6596,42.2434,0.1961,0,0.004,0.0003,0,0,0,0,0,144.4960022,-37.74969864,9007412.641
GRID539,1,0,1,1.0073,7.4055,27.6596,42.0949,0.3247,0,0,0,0,0,0,0,0,144.5269928,-37.74940109,10872633.96
GRID540,1,0,1,0.9083,7.4055,27.6596,42.0949,0.3247,0,4.1276,0.0962,0,0,1,0,75.2941,144.5610046,-37.74940109,10872293.06
GRID541,1,1,0,0,7.4055,27.6596,42.0949,0.3247,0,26.6333,0.2982,0,0,0,0,55,144.5939941,-37.74940109,10871957.27
GRID542,2,1,1,-0.4829,7.4055,27.6596,42.0949,0.3247,0,0,0.0749,0,0,0,0,76,144.6269989,-37.74940109,10871625.81
GRID543,17,7,10,3.4613,7.4055,27.6596,42.0949,0.3247,1.6829,0,0.0962,0,0,0,2,75.7143,144.6609955,-37.74940109,10871300.04
GRID544,27,14,13,3.3108,7.477,27.7306,41.2639,0.3003,3.1418,0,0.1638,0,0,0,2,80.4167,144.6940002,-37.74940109,10870977.6
GRID545,53,15,37,4.0092,9.3015,26.6661,43.0844,0.2423,39.3634,0,0.6162,0,4,4,32,53.2759,144.727005,-37.74940109,10870660.44
