Zone,Chd_09,Chd_10,Chd_11,Chd_12,Chd_13,Chd_T,Old_09,Old_10,Old_11,Old_12,Old_13,Old_T,Bik_09,Bik_10,Bik_11,Bik_12,Bik_13,Bik_T,BIKE_S,BIKE_O,Fat_09,Fat_10,Fat_11,Fat_12,Fat_13,Fat_T,Mbi_09,Mbi_10,Mbi_11,Mbi_12,Mbi_13,Mbi_T,Nit_09,Nit_10,Nit_11,Nit_12,Nit_13,Nit_T,OIn_09,OIn_10,OIn_11,OIn_12,OIn_13,Oln_T,Ped_09,Ped_10,Ped_11,Ped_12,Ped_13,Ped_T,PED_S,PED_O,Ser_09,Ser_10,Ser_11,Ser_12,Ser_13,Ser_T,Tot_09,Tot_10,Tot_11,Tot_12,Tot_13,Tot_T,Tru_09,Tru_10,Tru_11,Tru_12,Tru_13,Tru_T,WeD_09,WeD_10,WeD_11,WeD_12,WeD_13,WeD_T,WeE_09,WeE_10,WeE_11,WeE_12,WeE_13,WeE_T,VKT_0,LVKT_0,VKT_1,LVKT_1,VKT_2,LVKT_2,VKT_3,LVKT_3,VKT_A,LVKT_A,PY_Pop,PYA_P,PA_PoP,PO_Pop,T_Pop,LNTPO,Ratio,P_Den,LPDen,PHH_1,PHH_2,PNo_Mo,PMot_1,PMot_2,Un_Rate,BusN,P_Bus,CarN,P_Car,CycN,LNCyc,P_Cyc,WalkN,PWalk,LNWak,LNPVK,P_mode,P_Agri,P_Ind,P_Com,P_Ser,P_Res,P_Agr,P_Park,P_Wata,P_Edu,P_Hosp,P_Tran,P_Indu,P_Coma,Index,P_Sped,T_Sig,B_Stop,T_Stop,Train,Schols,Long,Lat
213011333,0,1,1,0,0,2,1,2,1,4,4,7,0,0,1,1,1,2,0,3,1,0,0,0,0,0,0,1,1,1,0,3,6,5,3,8,3,16,8,8,5,11,9,24,1,4,1,3,1,8,4,3,7,5,3,3,6,11,15,13,9,15,15,37,0,0,0,1,0,1,9,10,7,12,7,29,6,3,2,3,8,8,172.91,5.15,176.79,5.17,182.6,5.21,188.11,5.24,177.43,5.18,25.72,24.8,41.03,8.46,13529,9.512590809,1.01,3052.54,8.02372931,44.26,41.94,7.08,68.7,19.3,10.72,45,0.89,3758,74.49,5,1.609437912,0.53,25,0.495540139,3.218875825,49.27522039,4.72,0.2,25.99,25.57,40.01,64.66,0,33.38,0,1.96,0,0,0,0,0.14,45.9,1,53,0,0,4,144.7705065,-37.73903065
213011334,0,0,0,2,0,2,5,5,7,17,11,29,4,2,6,6,2,14,5,8,0,0,0,0,1,0,0,0,2,3,2,5,7,6,3,16,11,25,18,11,18,39,14,68,4,1,3,10,6,14,4,4,10,8,10,14,12,32,28,19,29,54,27,102,0,0,0,0,0,0,22,13,21,39,23,73,6,6,8,15,4,29,75.78,4.33,77.65,4.35,80.26,4.39,82.36,4.41,77.9,4.36,22.33,27.71,36.08,13.89,18884,9.846070282,0.99,2895.31,7.970847465,48.44,36.56,12.55,65.82,14.23,11.06,49,0.75,4490,69.08,11,2.397895273,1.4,91,1.4,4.510859507,42.92886643,4.2,0.51,24.59,24.39,41.1,85.38,0,4.2,0,5.45,0,0,0.03,2.43,0.05,46.6,8,70,0,1,7,144.8023892,-37.73716444
213011335,1,3,1,0,1,4,7,13,10,15,8,38,0,2,1,0,1,3,2,2,2,0,0,0,0,0,6,3,3,7,4,13,14,10,13,13,13,36,25,23,26,27,22,76,12,10,8,7,6,25,17,12,14,21,19,17,13,57,42,44,46,44,35,134,1,0,0,0,0,0,34,33,31,29,27,93,8,11,15,15,8,41,85.71,4.45,87.63,4.47,90.5,4.51,93.23,4.54,87.95,4.48,23.27,26.55,36.92,13.26,16209,9.693321923,1.03,2587.14,7.858308297,46.76,38.4,12.08,68.8,14.21,11.33,41,0.74,3766,67.61,14,2.63905733,1.23,63,1.131059246,4.143134726,43.42608222,4.52,0.74,26.28,22.28,41.54,75.72,0,10.17,0,4.44,5.42,4.26,0,0,0.09,49.2,12,49,0,4,6,144.8076335,-37.75335563
213011336,1,1,2,3,3,6,9,6,10,15,17,31,1,3,2,7,1,12,5,4,1,0,0,0,1,0,4,4,3,1,2,8,7,6,13,21,16,40,20,23,29,48,31,100,4,3,8,17,11,28,13,14,14,6,16,20,16,42,35,29,46,68,48,143,2,1,0,0,1,1,30,25,36,56,30,117,5,4,10,12,18,26,95.91,4.56,100.45,4.61,103.3,4.64,105.92,4.66,99.88,4.6,20.1,32.13,34.33,13.44,8838,9.086815886,0.96,1867.77,7.532500485,44.03,44.33,15.67,69.4,9.76,9.19,108,2.96,2180,59.74,32,3.465735903,3.09,92,2.521238696,4.521788577,41.79935308,6.05,0.14,19.29,21.13,51.58,33.12,0,4.93,0,2.88,0,2.95,0.54,1.65,0.44,50.5,27,94,0,2,4,144.8342516,-37.78932185
213011337,0,2,0,1,2,3,7,5,14,14,18,33,2,4,1,2,2,7,4,5,0,1,1,1,0,3,7,5,2,3,6,10,9,12,12,14,20,38,18,23,28,24,42,75,4,3,3,2,1,8,5,3,21,12,11,14,16,37,39,36,39,39,58,114,3,1,3,2,5,6,29,31,32,26,48,89,10,5,7,13,10,25,168.33,5.13,174.47,5.16,183.09,5.21,191.01,5.25,175.3,5.17,23.12,24.92,36.87,15.09,10636,9.271999752,1.02,1325.7,7.189695901,46.27,39.05,11.29,67.05,16.26,11.6,97,2.59,2654,70.79,15,2.708050201,1.93,67,1.787143238,4.204692619,47.93623872,5.47,0.67,27.19,24.63,38.55,95.89,0,1.24,0,2.88,0,0,0,0,0.01,53,30,44,0,0,5,144.8361887,-37.76392911
213011338,1,0,2,1,1,3,9,11,9,8,8,28,1,1,3,0,1,4,2,2,0,0,0,1,0,1,4,2,4,7,4,13,6,6,7,8,10,21,17,20,24,21,28,65,3,5,3,2,2,10,6,3,13,6,12,15,17,33,30,26,39,37,45,102,3,3,8,3,6,14,27,23,33,32,32,88,3,3,6,5,13,14,183.18,5.21,191.36,5.25,202.47,5.31,210.73,5.35,192.34,5.26,22.91,24.71,37.43,14.95,16747,9.725974417,1.01,1291.31,7.163412486,44.26,41.27,9.29,70.27,15.93,9.78,99,1.61,4399,71.55,38,3.63758616,1.78,83,1.350032531,4.418840608,51.15862543,5.15,0.23,25.44,25.54,40.78,62.61,0,10.46,0,5.44,0,0,0.21,0,0.16,52.6,18,96,0,1,7,144.8182751,-37.80200809
213011339,0,0,1,1,1,2,3,7,3,4,4,14,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,3,0,3,4,2,4,8,1,4,13,7,12,10,7,13,29,0,1,1,0,2,2,1,1,2,5,5,5,4,15,9,17,15,12,18,44,0,0,0,0,0,0,8,15,12,7,15,34,1,2,3,5,3,10,99.35,4.6,102.71,4.63,106.2,4.67,110.01,4.7,102.75,4.63,28.22,28.29,37.05,6.45,11529,9.352620879,1,2919.99,7.979335471,28.54,60.24,4.74,74.21,18.57,6,44,0.79,3863,69.27,9,2.197224577,1.3,68,1.219293527,4.219507705,43.30263467,4.26,0.16,21,25.57,47.37,74.83,0,10.56,0,3.21,0,0,0,11.39,0.09,56.4,8,32,0,0,3,144.7642428,-37.69979653
213011340,1,0,1,2,0,3,4,8,5,6,8,19,0,0,2,1,1,3,1,2,0,0,0,1,0,1,3,3,2,0,5,5,6,6,3,10,8,19,14,22,17,18,24,57,0,2,1,1,1,4,2,2,7,7,4,9,7,20,21,29,21,28,31,78,0,0,0,0,0,0,13,21,18,20,21,59,8,8,3,8,10,19,203.27,5.31,219.96,5.39,229.15,5.43,227.78,5.43,217.46,5.38,26.39,21.28,45.02,7.3,17936,9.794565145,0.99,971.46,6.878800095,23.7,62.78,2.6,60.77,33.66,4.63,24,0.25,7304,76.8,7,1.945910149,0.69,62,0.651945321,4.127134385,52.69476048,2.86,0.14,21.7,27.15,44.92,87.16,0,12.71,0,0,0,0,0,0.14,0.04,62.7,19,81,0,2,3,144.7859725,-37.68851136
213021341,0,0,0,0,0,0,6,6,9,9,10,24,6,3,4,2,3,9,4,4,0,0,0,0,1,0,2,1,4,4,2,9,7,9,9,12,6,30,13,20,21,21,18,62,0,1,3,1,4,5,1,4,16,11,12,13,7,36,29,31,34,34,26,99,1,1,0,3,1,4,20,23,26,24,14,73,9,8,8,10,12,26,195.37,5.27,203.71,5.32,214.15,5.37,225.68,5.42,204.41,5.32,18.62,21.13,41.6,18.65,11779,9.374073564,1.02,666.05,6.501364743,38.75,49.97,10.93,73.24,12.62,5.16,62,1.12,3613,65.15,52,3.951243719,2.29,82,1.478543094,4.406719247,49.87007136,4.8,0.13,20.53,19.73,54.17,16.24,0,20.94,12.67,1.17,0,0,0.47,1.5,0.84,50.6,7,71,0,3,5,144.8149159,-37.86029143
213021342,1,0,3,0,2,3,1,4,2,7,5,13,3,3,1,1,2,5,1,4,0,1,1,0,0,2,2,1,3,5,6,9,8,9,4,3,9,16,10,15,9,14,15,38,0,2,3,1,4,6,1,4,10,5,7,4,9,16,20,21,16,18,24,55,1,0,0,1,2,1,16,16,13,17,12,46,4,5,3,1,12,9,254.41,5.54,254.77,5.54,272.46,5.61,286.75,5.66,260.55,5.56,22.38,25.68,41.92,10.02,18746,9.838735675,1.04,1778.54,7.483548082,34.76,53.29,5.61,73.72,17.53,6.57,91,1.01,6541,72.47,34,3.526360525,1.13,75,0.830932861,4.317488114,54.70337035,5.22,0.27,22.32,25.09,45.63,50.18,0,45.58,1.97,0.31,0,0.11,0.02,0.23,0.25,53.2,3,48,0,0,3,144.7843142,-37.88094174
213021343,1,3,1,3,2,7,18,16,19,16,21,51,6,0,4,4,1,8,3,7,0,0,0,1,0,1,14,7,4,8,5,19,11,11,9,9,16,29,32,40,35,36,46,111,3,6,7,6,6,19,6,12,25,17,20,13,20,50,57,57,55,50,66,162,4,2,4,9,4,15,40,45,44,41,52,130,17,12,11,9,14,32,191.04,5.25,200.89,5.3,218.46,5.39,230.22,5.44,203.46,5.32,21.46,24.41,32.95,21.18,13010,9.473473572,1,803.86,6.689425125,45.83,41.55,12.14,71.25,12.29,6.93,164,3.45,3348,70.44,56,4.025351691,3.19,107,2.251209762,4.672828834,50.3988794,5.83,0.11,21.35,25.07,45.81,60.51,0,13.21,0,5.73,0,1.03,0.18,2.01,0.17,53.2,46,124,0,0,4,144.8360891,-37.83572388
213021344,1,1,5,0,2,6,9,5,4,10,8,19,5,5,4,8,5,17,2,15,0,0,0,0,0,0,4,4,2,5,4,11,14,8,6,6,9,20,23,26,18,31,28,75,2,3,1,1,2,5,3,2,16,10,9,8,12,27,39,36,27,39,40,102,3,3,4,4,6,11,30,32,16,33,31,81,9,4,11,6,9,21,124.12,4.82,130.3,4.87,139.4,4.94,146.04,4.98,131.27,4.88,23.14,25.33,41.49,10.05,16157,9.690108671,1.02,1827.7,7.510813625,27.57,61.03,9.03,77.95,10.54,4.26,53,0.63,5165,61.18,178,5.18178355,3.34,117,1.385927505,4.762173935,47.28773031,5.35,0.12,16.58,17.25,60.82,59.17,0,16.34,0,2.86,0,14.12,0.07,0.99,0.18,51.1,29,90,0,4,6,144.8822216,-37.83762808
213021345,1,0,1,1,0,2,1,0,1,3,0,4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,1,7,0,0,5,6,5,11,1,0,0,3,2,3,1,2,2,1,1,3,2,5,2,1,6,9,7,16,0,0,0,0,0,0,2,1,4,7,4,12,0,0,2,2,3,4,83,4.42,87.72,4.47,93.52,4.54,98.68,4.59,88.08,4.48,29.32,21.62,42.97,6.09,4972,8.511577453,0.99,3069.33,8.029214576,26.8,60.63,3.15,75.32,19.19,4.8,13,0.53,1748,71.61,9,2.197224577,1.25,23,0.942236788,3.135494216,38.13186699,5.61,0.25,22.85,23.83,46.64,87.41,0,10.51,0,2.09,0,0,0,0,0.04,49.5,3,6,0,0,1,144.7586559,-37.88092077
213021346,2,2,1,0,0,3,8,7,10,11,4,28,5,8,9,7,7,24,10,14,0,0,0,0,0,0,0,3,2,6,2,11,3,5,7,6,4,18,16,18,10,20,12,48,6,6,2,5,3,13,7,6,9,8,14,8,7,30,25,26,24,28,19,78,0,1,1,2,0,4,16,23,20,25,14,68,9,3,4,3,5,10,30.86,3.43,31.5,3.45,32.73,3.49,33.31,3.51,31.7,3.46,25.51,16.56,45.78,12.15,14747,9.598794951,1.03,2007.23,7.604510941,29.18,59.65,10.65,74.5,11.91,4.41,34,0.46,4475,60.55,178,5.18178355,5.92,280,3.788391287,5.634789603,33.21183053,4.1,0.24,15.48,17.53,61.64,54.06,0,30.89,0,2.02,0.4,1.25,0.07,4.19,0.21,47.5,8,69,0,2,5,144.884873,-37.85911463
213031347,0,1,0,2,2,3,7,3,2,9,12,14,3,2,0,2,3,4,2,3,0,1,1,1,1,3,6,3,3,3,3,9,13,8,13,7,5,28,20,18,24,25,31,67,8,4,9,1,5,14,4,7,20,10,17,12,18,39,40,28,41,38,50,107,0,0,0,0,2,0,31,22,32,28,36,82,9,6,9,10,14,25,108.19,4.68,110.48,4.7,113.5,4.73,116,4.75,110.73,4.71,23.06,33.34,33.81,9.79,15932,9.676084944,0.98,2129.09,7.663449937,44.02,42.83,15.69,69.22,10.33,10.79,266,4.37,3952,64.94,75,4.317488114,2.95,126,2.070325337,4.836281907,45.57436009,8.15,0.36,18.39,22.41,51.58,55.56,0,6.48,0,2.67,0,6.39,0.13,15.88,0.2,49.8,16,83,1,0,6,144.862986,-37.78468991
213031348,2,1,1,0,0,2,13,10,17,15,9,42,8,14,16,10,16,40,15,27,1,0,0,1,3,1,11,9,14,14,21,37,18,17,16,15,18,48,33,42,54,53,55,149,17,16,13,13,12,42,20,24,35,21,34,16,21,71,69,63,88,70,79,221,1,3,2,1,1,6,55,46,74,55,68,175,14,17,14,15,11,46,101.8,4.62,105.57,4.66,109.25,4.69,112.41,4.72,105.54,4.66,15.35,41.85,32.75,10.05,13203,9.488199355,0.89,2658.04,7.885344288,40.46,47.91,24.78,65.82,5.24,8.81,266,4.38,2722,44.8,203,5.313205979,7.22,278,4.575378539,5.627621114,44.21500899,11.18,0.25,12.26,19.3,62.12,69.6,0,5.61,0,2.38,2.51,0,0,19.89,0.12,51,37,91,15,3,7,144.8973191,-37.79812936
213031349,0,1,0,0,2,1,6,2,4,4,6,10,2,1,3,1,1,5,1,4,1,0,0,1,0,1,6,4,5,3,3,12,6,2,5,3,4,10,15,7,20,13,17,40,6,0,3,3,3,6,4,4,10,6,6,4,5,16,26,13,26,18,22,57,1,0,0,0,0,0,20,11,18,13,18,42,6,2,8,5,4,15,96.6,4.57,99.9,4.6,103.47,4.64,106.58,4.67,99.99,4.61,20.13,35.63,36.89,7.36,10165,9.226705726,1.01,1849.83,7.522849022,24.94,63.4,8.1,74.6,14.75,5.54,41,0.74,3563,64.52,89,4.48863637,3.11,93,1.684172401,4.532599493,42.5351134,9.22,0.07,16.04,22.34,55.91,55.68,0,0,0,3.57,0,0,0,40.75,0.2,52.6,19,34,29,0,2,144.8877614,-37.77269107
213031350,0,0,0,0,0,0,4,4,2,3,2,9,1,0,3,1,3,4,3,1,0,0,0,0,0,0,1,2,3,4,2,9,5,1,4,1,1,6,6,4,7,10,14,21,2,2,2,0,6,4,1,1,7,4,5,2,7,11,13,8,12,12,21,32,0,0,1,0,2,1,9,8,10,11,16,29,4,0,2,1,5,3,114.76,4.74,127.48,4.85,132.59,4.89,137.85,4.93,124.94,4.83,20.31,31.55,40.15,7.99,8358,9.030974443,0.96,4974.79,8.512138438,29.83,60.17,14.49,76.98,5.61,4.82,36,0.79,2343,51.39,187,5.231108617,6.85,141,3.092783505,4.94875989,43.61960656,6.89,0.2,12.95,15.51,66.47,80.53,0,2.29,0,1.63,0,0,0.15,0.57,0.07,52.1,9,26,0,1,0,144.8863417,-37.8076672
213031351,0,1,3,0,1,4,6,4,3,4,7,11,0,4,2,2,3,8,2,3,0,0,0,1,0,1,2,4,6,2,4,12,4,8,5,4,10,17,7,11,15,12,23,38,2,4,0,3,4,7,3,3,15,13,13,4,10,30,22,25,28,17,33,70,1,0,2,5,1,7,15,21,21,14,29,56,7,4,7,3,4,14,81.09,4.4,90.88,4.51,92.92,4.53,94.93,4.55,88.3,4.48,20.1,31.12,38.51,10.26,10230,9.233079859,0.92,1710.41,7.444488387,39,49.78,15.54,72.77,7.78,7.4,245,4.9,2851,57.03,157,5.056245805,4.9,108,2.160432086,4.682131227,41.36419777,7.81,0.16,15.26,19.54,59.18,93.53,0,1.9,0,2.17,0,0,0,2.41,0.02,56.6,14,55,0,2,2,144.8645066,-37.80202787
213031352,0,1,2,1,1,4,7,8,6,6,5,20,5,8,5,7,7,20,9,9,0,0,0,0,0,0,3,0,1,2,2,3,8,4,10,8,4,22,16,17,17,25,15,59,4,4,8,3,3,15,7,8,15,10,10,11,8,31,31,27,27,36,23,90,5,4,1,3,1,8,27,24,20,31,19,75,4,3,7,5,4,15,120.37,4.79,120.73,4.79,126.99,4.84,133.5,4.89,122.7,4.81,21.51,26.99,40.61,10.89,13747,9.528575897,1.05,2445.89,7.802164344,28.48,61.46,11.84,77.64,8.02,4.21,53,0.71,4152,55.95,260,5.560681631,5.81,190,2.560301846,5.247024072,45.83245006,6.33,0.11,13.99,17.45,63.33,77.01,0,14.76,0,1.01,0,0,0.05,2.61,0.08,50.8,23,70,0,1,5,144.8819717,-37.81797615
213041353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.86,19.88,40.9,11.36,17155,9.750044955,1.04,87.38,4.470266424,35.76,52.62,5.66,69.03,22.43,4.71,20,0.25,5928,73.52,26,3.258096538,2.33,171,2.12079871,5.141663557,0,3.01,1.79,23.07,22.91,46.15,31.1,61.59,5.73,1.57,0,0,0,0,0,0.48,0,0,0,0,0,0,144.5246344,-37.62564908
213041354,3,2,0,2,3,4,3,3,3,5,7,11,2,4,3,1,1,8,0,8,0,1,1,0,0,2,3,4,0,3,3,7,4,4,8,8,7,20,21,19,16,24,16,59,3,5,2,3,1,10,4,6,11,4,10,9,9,23,32,24,27,33,25,84,0,0,0,0,1,0,22,20,23,27,16,70,10,4,4,6,9,14,115.34,4.75,129.69,4.87,136.56,4.92,147.62,4.99,127.19,4.85,31.94,27.58,35.91,4.56,26068,10.16846379,1.04,2268.18,7.726733027,23.49,66.15,3.14,77.01,17.37,5.78,107,0.85,9597,75.91,32,3.465735903,1.05,109,0.862205347,4.691347882,49.31704938,5.5,0.17,22.18,24.25,47.62,29.95,65.42,3.19,0,0.25,0,0,0,1.19,0.5,52.4,10,73,0,0,6,144.7439975,-37.74005813
213041355,0,2,0,1,0,3,1,2,4,3,3,9,1,1,0,1,3,2,0,1,1,3,3,3,0,9,2,3,2,2,2,7,8,10,9,4,4,23,10,11,12,10,11,33,1,1,0,1,0,2,0,1,9,7,6,4,8,17,20,21,19,17,19,57,0,0,2,1,1,3,17,15,13,14,12,42,3,6,6,3,7,15,76.91,4.34,83.95,4.43,88.45,4.48,92.84,4.53,83.1,4.42,33.15,23.84,39.48,3.53,15543,9.651365655,1,233.57,5.453481818,22.53,66.01,1.98,69.2,26.75,4.4,41,0.53,5938,77.03,7,1.945910149,0.41,26,0.337268128,3.258096538,42.6590362,3.42,0.3,24.08,26.1,42.83,84.18,0,15.16,0,0.49,0,0,0,0.17,0.05,67,3,41,0,0,2,144.6967203,-37.68735725
213041356,0,1,1,2,1,4,5,11,9,8,11,28,3,5,1,1,0,7,1,6,2,1,1,0,1,2,3,6,6,7,9,19,14,10,13,19,15,42,20,35,28,29,40,92,4,8,7,3,2,18,6,12,16,15,17,15,12,47,38,51,48,44,53,143,0,1,1,0,1,2,29,41,34,31,42,106,9,10,14,13,11,37,51.96,3.95,56.4,4.03,60.03,4.09,62.71,4.14,56.13,4.03,27.09,25.29,38.64,8.98,17701,9.781376414,1.03,135.42,4.90838106,40.41,48.25,6.79,70.42,19.06,7.68,39,0.5,5986,76.5,15,2.708050201,1.57,118,1.50798722,4.770684624,39.41894695,3.3,0.58,23.82,27.59,40.95,23,57.57,3.11,1.46,0.88,0,0,0.13,0.95,0.64,58.8,9,96,0,0,5,144.5938166,-37.62152202
213041357,2,2,3,0,1,5,2,4,5,3,4,12,1,1,1,1,2,3,0,3,1,0,0,0,0,0,3,4,3,2,5,9,5,9,11,4,7,24,10,23,12,11,13,46,2,3,4,0,0,7,4,2,12,12,12,6,11,30,23,35,26,17,24,78,0,2,1,0,0,3,15,31,18,10,19,59,8,4,8,7,5,19,93.17,4.53,100.57,4.61,106.27,4.67,116.83,4.76,100,4.61,26.67,26.29,37.9,9.14,15803,9.667955074,1.03,142.42,4.958780439,40.04,48.77,6.51,71.74,18.04,7.54,25,0.36,5092,73.36,8,2.079441542,1.13,77,1.109350238,4.343805422,44.56927289,3.38,0.26,23.33,26.69,42.58,66.39,31.5,0.96,0,0.72,0,0,0,0.42,0.13,59.7,6,63,0,1,6,144.5476567,-37.74015645
213041358,2,0,1,1,1,2,3,2,2,5,4,9,0,1,1,2,2,4,2,2,0,0,0,1,1,1,2,1,1,3,0,5,6,4,3,1,7,8,7,10,6,6,11,22,0,2,0,1,1,3,0,2,6,1,5,5,8,11,13,11,11,12,20,34,0,0,0,0,0,0,10,6,10,7,13,23,3,5,1,5,7,11,0,0,0,0,0,0,0,0,0,0,30.87,27.2,36.46,5.47,14171,9.558952902,1.03,585.52,6.372500341,31.8,56.65,3.64,72.42,20.56,6.12,35,0.52,5059,75.67,8,2.079441542,0.73,44,0.658091535,3.784189634,0,3.65,0.4,23.2,26.82,42.96,90.42,0,4.48,0,5.1,0,0,0,0,0.03,54.9,4,77,0,0,7,144.5426325,-37.66488111
213041359,2,3,4,3,1,10,9,8,8,3,7,19,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,4,5,5,4,14,6,9,18,13,10,40,13,25,24,19,18,68,0,2,0,0,0,2,1,1,19,17,16,16,15,49,35,42,40,35,36,117,4,7,2,2,2,11,23,33,36,26,29,95,12,9,4,9,7,22,64.23,4.16,71.05,4.26,76.01,4.33,83.57,4.43,70.43,4.25,13.95,34.04,45.13,6.88,2660,7.886081402,0.68,21.15,3.051639905,38.54,42.52,5.48,57.81,30.4,5.21,3,0.39,603,78.93,0,0,1.86,15,1.963350785,2.708050201,33.51584596,1.12,1.57,29.54,27.97,32.55,6.83,92.71,0.46,0,0,0,0,0,0,0.68,77.1,7,13,0,1,1,144.6672379,-37.76039851
213041360,0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,3,3,4,1,2,3,3,6,3,3,4,4,12,11,0,0,0,1,1,1,1,0,1,2,2,3,4,7,4,5,6,7,16,18,0,0,1,0,0,1,3,5,4,4,12,13,1,0,2,3,4,5,0,0,0,0,0,0,0,0,0,0,33.89,29.66,32.6,3.85,15465,9.646334685,1.02,2587.59,7.85848222,20.47,68.95,1.71,77.64,18.61,5.08,29,0.39,5561,75.23,5,1.609437912,0.47,32,0.432900433,3.465735903,0,4.62,0.05,24.02,25.37,44.69,94.52,0,5.48,0,0,0,0,0,0,0.02,52.8,2,40,0,0,5,144.7490128,-37.71456982
213051361,2,2,5,3,3,10,7,4,7,10,7,21,1,7,4,1,3,12,3,8,0,1,1,1,1,3,3,3,3,4,4,10,9,11,12,7,6,30,29,29,31,22,22,82,6,3,4,5,1,12,7,5,14,8,12,14,12,34,43,38,43,36,35,117,0,0,1,0,2,1,40,30,32,24,25,86,3,8,11,12,10,31,133.72,4.9,140.47,4.95,148.98,5,156.51,5.05,141.06,4.95,29.46,23.66,41.24,5.63,18978,9.851035693,1.03,1711.54,7.445148829,29.11,58.36,4.17,67.92,24.86,5.84,53,0.56,7062,75.03,25,3.218875825,1.04,79,0.839354016,4.369447852,48.76262668,4.24,0.23,21.71,26.72,44.85,46.27,32.73,2.93,0,0.78,0.86,0,0.05,11.53,0.28,52.6,15,89,0,1,4,144.7015113,-37.86243174
213051362,0,1,3,3,1,7,6,3,3,3,5,9,4,3,1,0,4,4,0,5,1,0,0,0,0,0,4,6,4,4,4,14,12,9,4,7,5,20,16,21,10,18,16,49,3,3,1,2,2,6,3,3,15,7,9,10,9,26,31,28,19,29,25,76,0,0,0,0,0,0,23,14,14,23,17,51,8,14,5,6,8,25,125.87,4.84,139.04,4.93,153.72,5.04,161.61,5.09,139.54,4.94,25.3,23.56,41.42,9.72,18620,9.831991551,1.01,2655.88,7.884531329,34.96,53.03,6.15,73.02,18.34,6.95,70,0.82,6107,71.24,35,3.555348061,1.98,147,1.714885674,4.990432587,48.57003826,4.58,0.34,20,25.29,47.67,76.79,0,13.45,0,5.27,0,0,0,4.07,0.08,47.5,11,84,0,0,6,144.6853615,-37.87327848
213051363,0,0,1,1,1,2,12,6,11,15,8,32,5,2,1,3,4,6,4,3,1,0,0,2,4,2,11,6,9,5,7,20,14,12,17,13,17,42,32,32,34,45,39,111,3,1,4,3,1,8,2,4,30,16,25,23,13,64,63,48,61,70,56,179,2,8,5,6,5,19,50,45,51,59,47,155,13,3,10,11,9,24,225.53,5.42,242.91,5.49,258.82,5.56,274.66,5.62,242.42,5.49,21.53,37.9,32.65,7.92,5351,8.585038738,0.87,240.55,5.482927968,40.32,47.6,11,75.19,9.71,9.45,39,1.65,1389,58.78,8,2.079441542,3.42,81,3.427845959,4.394449155,47.13186267,7.07,0.13,17.98,22.59,51.44,99.23,0,0.77,0,0,0,0,0,0,0,60.1,29,69,0,3,4,144.7780391,-37.83953845
213051364,0,1,0,2,1,3,4,3,0,2,7,5,0,2,1,2,2,5,2,3,0,0,0,1,0,1,3,1,0,6,2,7,6,4,8,4,7,16,9,9,9,17,20,35,2,0,3,2,3,5,1,4,6,7,9,7,10,23,15,16,18,25,30,59,2,0,0,1,2,1,13,13,13,18,22,44,2,3,5,7,8,15,96.17,4.57,106.1,4.66,113.58,4.73,121.65,4.8,105.28,4.66,32.42,30.11,35.05,2.42,32413,10.38631486,0.99,877.24,6.776780615,15.81,74.2,1.77,82.82,13.95,5.1,60,0.36,11571,70.01,71,4.262679877,1.23,143,0.865250802,4.96284463,48.40022725,7.44,0.22,17.68,21.8,55.47,59.93,31.66,5.77,2.42,0.22,0,0,0,0,0.17,55.3,15,77,0,0,7,144.7532658,-37.9064521
213051365,1,4,1,3,2,8,3,5,3,3,4,11,0,1,0,0,0,1,0,1,0,1,1,0,0,2,1,3,6,1,3,10,7,5,8,5,6,18,9,11,15,25,15,51,1,3,2,5,2,10,3,5,10,10,10,9,15,29,19,22,26,34,30,82,1,1,0,1,1,2,16,14,15,27,21,56,3,8,11,7,9,26,71.61,4.27,78.53,4.36,84.3,4.43,89.49,4.49,78.15,4.36,31.91,33.82,30.67,3.59,21975,9.997660723,1.01,353.74,5.86856218,23.33,66.31,2.65,78.17,16.7,6.18,74,0.69,7955,74.47,16,2.772588722,0.58,50,0.468077139,3.912023005,43.58980075,6.14,0.34,21.24,25.05,47.82,100,0,0,0,0,0,0,0,0,0,64.4,9,43,0,0,6,144.6465706,-37.82661672
