Zone,Chd_09,Chd_10,Chd_11,Chd_12,Chd_13,Chd_T,Old_09,Old_10,Old_11,Old_12,Old_13,Old_T,Bik_09,Bik_10,Bik_11,Bik_12,Bik_13,Bik_T,BIKE_S,BIKE_O,Fat_09,Fat_10,Fat_11,Fat_12,Fat_13,Fat_T,Mbi_09,Mbi_10,Mbi_11,Mbi_12,Mbi_13,Mbi_T,Nit_09,Nit_10,Nit_11,Nit_12,Nit_13,Nit_T,OIn_09,OIn_10,OIn_11,OIn_12,OIn_13,Oln_T,Ped_09,Ped_10,Ped_11,Ped_12,Ped_13,Ped_T,PED_S,PED_O,Ser_09,Ser_10,Ser_11,Ser_12,Ser_13,Ser_T,Tot_09,Tot_10,Tot_11,Tot_12,Tot_13,Tot_T,Tru_09,Tru_10,Tru_11,Tru_12,Tru_13,Tru_T,WeD_09,WeD_10,WeD_11,WeD_12,WeD_13,WeD_T,WeE_09,WeE_10,WeE_11,WeE_12,WeE_13,WeE_T,VKT_0,LVKT_0,VKT_1,LVKT_1,VKT_2,LVKT_2,VKT_3,LVKT_3,VKT_A,LVKT_A,PY_Pop,PYA_P,PA_PoP,PO_Pop,T_Pop,LNTPO,Ratio,P_Den,LPDen,PHH_1,PHH_2,PNo_Mo,PMot_1,PMot_2,Un_Rate,BusN,P_Bus,CarN,P_Car,CycN,LNCyc,P_Cyc,WalkN,PWalk,LNWak,LNPVK,P_mode,P_Agri,P_Ind,P_Com,P_Ser,P_Res,P_Agr,P_Park,P_Wata,P_Edu,P_Hosp,P_Tran,P_Indu,P_Coma,Index,P_Sped,T_Sig,B_Stop,T_Stop,Train,Schols,Long,Lat
213051366,1,4,3,0,0,7,1,1,5,4,7,10,1,1,1,0,0,2,1,0,0,0,0,1,0,1,3,2,1,7,6,10,11,8,9,8,8,25,14,12,17,22,20,51,0,0,0,0,1,0,0,0,16,11,11,14,18,36,30,23,28,37,38,88,1,0,0,2,0,2,22,17,15,32,34,64,8,6,13,5,4,24,64.63,4.17,67.89,4.22,72.21,4.28,76.38,4.34,68.24,4.22,29.35,41.1,27.86,1.69,11168,9.320807825,0.86,413.47,6.02458496,23.86,66.04,3.02,81.27,13.37,7.12,22,0.43,3649,71.9,17,2.833213344,0.71,22,0.433497537,3.091042453,39.33380902,7.62,0.35,18.9,26.25,49.49,0,100,0,0,0,0,0,0,0,0,65.7,14,26,0,0,4,144.7345471,-37.83264847
213051367,1,2,1,1,2,4,4,6,3,12,6,21,3,6,2,3,3,11,9,2,3,0,0,3,1,3,6,2,6,5,7,13,19,13,16,13,10,42,25,19,19,27,35,65,9,5,5,7,2,17,8,7,19,23,18,16,14,57,47,42,39,45,50,126,1,1,0,0,1,1,36,34,21,31,38,86,11,8,18,14,12,40,99.8,4.6,105.6,4.66,111.46,4.71,118.52,4.78,105.62,4.66,26.88,23.9,39.45,9.77,29742,10.30031547,1.05,219.63,5.391944312,38.55,49.88,7.91,72.24,16.78,7.66,91,0.68,9719,73.05,49,3.891820298,1.35,146,1.097414311,4.983606622,47.99947009,4.77,0.49,22.3,25.62,45.25,39.35,32.45,22.37,0.35,1.9,0.05,0,0.02,1.54,0.36,60.4,13,139,0,1,9,144.5550092,-37.91766884
213051368,1,3,3,1,0,7,7,12,10,6,19,28,2,3,2,1,6,6,1,5,1,0,0,2,0,2,6,1,8,5,2,14,10,8,7,13,13,28,22,27,25,24,32,76,4,8,3,9,5,20,7,13,19,11,11,21,17,43,42,38,39,47,49,124,1,0,1,3,3,4,33,31,30,38,36,99,9,7,9,9,13,25,83.5,4.42,89.62,4.5,96.49,4.57,101.8,4.62,89.87,4.5,20.73,22.67,41.14,15.46,10476,9.256842206,1.03,91.87,4.520374534,38.58,48.94,7.63,70.61,18.55,5.58,28,0.55,3672,72.34,16,2.772588722,3.4,167,3.28999212,5.117993812,41.65578993,2.79,4.69,20.63,23.82,44.19,22.69,73.19,1.6,0.65,0.82,0,0,0,1.04,0.65,66.3,17,80,0,2,5,144.6528312,-37.95128904
213051369,1,1,0,0,0,1,1,2,2,2,1,6,1,2,2,0,0,4,0,4,0,0,0,0,0,0,1,4,2,3,1,9,2,7,5,2,2,14,8,14,7,7,4,28,2,0,3,1,1,4,2,2,5,4,6,5,2,15,13,18,13,12,6,43,0,1,0,1,0,2,8,13,9,10,5,32,5,5,4,2,1,11,25.15,3.22,26.75,3.29,29.28,3.38,30.66,3.42,27.06,3.3,31.63,30.31,33.27,4.79,17305,9.758750756,1.05,134.94,4.904830235,29.68,60.01,3.26,79.51,14.65,6.4,40,0.49,5995,74.09,22,3.091042453,0.84,51,0.630252101,3.931825633,32.20387749,5.55,0.33,20.88,26.55,46.71,89.86,0,0.68,0,0.7,0,0,0,8.77,0.03,53.6,2,67,0,0,4,144.5410077,-37.841495
214011370,0,2,0,3,0,5,8,11,5,12,8,28,3,4,0,3,0,7,3,4,0,2,2,0,0,4,6,4,8,4,5,16,9,11,10,7,16,28,24,23,21,27,22,71,2,6,2,2,1,10,2,5,20,11,8,15,14,34,44,36,29,42,36,107,1,0,0,0,0,0,38,27,23,33,30,83,6,9,6,9,6,24,212.32,5.36,222.81,5.41,216.44,5.38,224.9,5.42,217.19,5.38,27.09,25.76,37.61,9.53,19122,9.858594784,1.04,941.61,6.847591176,35.51,53.35,4.99,76.47,15.41,5.72,127,1.38,7291,79.27,23,3.135494216,1.12,86,0.934985866,4.454347296,53.03923994,2.98,0.3,29.87,24.24,37.81,42.03,3.86,23.02,0,1.52,0,0,0.29,0.57,0.33,61.3,12,101,0,0,4,145.1757942,-38.0927779
214011371,2,4,3,1,1,8,21,25,18,20,19,63,10,9,6,5,9,20,6,13,2,1,1,1,0,3,5,5,5,6,5,16,20,21,16,12,12,49,59,55,37,40,39,132,13,18,12,16,10,46,21,24,19,28,24,13,21,65,78,83,62,53,60,198,1,0,0,0,0,0,60,63,42,42,40,147,18,20,20,11,20,51,149.01,5,153.9,5.04,150.22,5.01,148.13,5,151.04,5.02,21.38,24.9,39.24,14.48,21583,9.979661247,1.06,1856.6,7.526502137,45.53,43.4,11.71,73.1,11.21,6.99,146,1.5,6932,71,55,4.007333185,3.35,296,3.031544449,5.690359454,50.09789946,3.39,0.33,21.18,20.7,50.79,63.22,0,24.43,0,5.72,0.95,0.3,0.01,4.17,0.15,55.2,34,148,0,2,6,145.1396651,-38.15411773
214011372,3,4,3,2,2,9,13,19,12,12,7,43,3,4,4,2,0,10,1,8,1,0,0,3,0,3,7,8,6,5,6,19,14,15,12,12,10,39,25,35,25,33,19,93,3,7,6,4,5,17,6,8,25,16,17,15,13,48,53,52,43,51,32,146,0,0,0,0,0,0,42,42,34,45,19,121,11,10,9,6,13,25,184.8,5.22,193.22,5.26,183.93,5.21,185.34,5.22,187.32,5.23,22.92,23.51,37.26,16.31,19061,9.855399642,1.06,1439.81,7.272266439,49.06,39.15,9.65,74.42,11.68,8.71,146,1.9,5655,73.63,39,3.663561646,1.76,109,1.419270833,4.691347882,51.54374013,3.42,0.38,25.77,22.54,43.63,65.1,0,24.87,0,2.85,0,0,0.07,0,0.14,50.5,9,120,0,0,12,145.1580409,-38.13360815
214011373,1,0,0,0,0,0,6,4,8,11,8,23,1,1,5,2,3,8,4,5,0,0,0,0,0,0,1,1,4,3,4,8,7,3,5,5,6,13,11,15,18,10,13,43,0,0,0,1,0,1,1,0,9,7,5,15,7,27,20,22,24,25,20,71,0,0,0,0,0,0,15,16,19,14,13,49,5,6,5,11,7,22,105.29,4.66,112.69,4.72,113.15,4.73,106.26,4.67,110.38,4.7,23.98,16.31,41.66,18.05,17612,9.776335767,1.07,1209.57,7.098020204,33.61,54.13,5.46,71.32,20.69,4.26,42,0.49,6366,74.05,21,3.044522438,1.28,94,1.093404676,4.543294782,45.9487781,2.92,0.27,22.04,20.46,51.03,65.19,22.89,11.65,0,0.16,0,0,0,0.11,0.14,59.9,3,68,0,0,3,145.1294654,-38.17644924
214011374,4,1,3,2,3,6,8,11,7,6,8,24,1,2,0,0,0,2,0,2,1,1,1,0,1,2,5,3,2,6,3,11,12,11,8,14,12,33,29,29,21,31,29,81,3,2,1,3,2,6,2,4,15,9,12,11,8,32,45,39,34,42,38,115,0,0,1,2,1,3,30,27,25,31,25,83,15,12,9,11,13,32,92.44,4.53,95.69,4.56,103.12,4.64,106.17,4.67,97.08,4.58,27.82,21.95,41.3,8.93,22498,10.0211817,1.04,598.04,6.393657641,30.14,58.19,2.59,70.67,24.39,3.83,81,0.67,9492,78.2,7,1.945910149,0.86,101,0.832097545,4.615120517,45.89701219,2.41,0.68,28.35,21.68,42.23,67.46,22.98,7.63,0,1.34,0,0,0,0.6,0.13,63.8,15,103,0,0,7,145.1959276,-38.162622
214011375,2,0,0,2,1,2,14,13,9,14,9,36,4,7,4,5,7,16,5,12,1,0,0,0,0,0,4,7,4,5,2,16,16,14,15,7,11,36,28,34,30,35,28,99,3,6,3,6,2,15,8,7,19,20,14,19,13,53,48,54,44,54,41,152,1,2,0,1,0,3,32,37,37,43,32,117,16,17,7,11,9,35,152.67,5.03,159.33,5.07,164.82,5.1,155.99,5.05,158.94,5.07,21,22.68,41.86,14.46,16033,9.682404377,1.01,1289.69,7.162157158,43.56,45.55,9.63,74.45,12.06,6.48,80,1.07,5405,72.32,43,3.761200116,1.86,106,1.418249933,4.663439094,49.08979019,3.33,0.35,25.73,20.95,46.05,69.43,0,19.09,0,1.97,0,0,0.09,0.78,0.12,57.1,16,84,0,2,8,145.1384466,-38.10482072
214011376,1,0,1,0,0,1,4,3,3,8,3,14,0,0,2,0,0,2,0,1,0,0,0,0,0,0,7,2,3,7,1,12,4,4,7,6,7,17,7,12,15,20,8,47,0,3,3,0,0,6,4,2,9,9,6,11,8,26,16,21,21,31,16,73,0,0,1,0,0,1,15,15,16,26,11,57,1,6,5,5,5,16,87.22,4.47,89.41,4.49,94.35,4.55,96.76,4.57,90.33,4.5,30.09,24.91,39.88,5.13,10550,9.263881139,1.01,532.41,6.277413869,21.69,67.6,1.59,75.12,21.07,3.91,26,0.45,4509,78.68,13,2.564949357,0.54,19,0.331530274,2.944438979,41.68746513,2.73,0.52,27.34,22.91,42.33,84.74,0,15.26,0,0,0,0,0,0,0.05,65,3,8,0,0,1,145.2150787,-38.10137514
214021377,1,1,0,0,2,1,12,15,6,6,9,27,7,4,6,3,4,13,3,10,0,1,1,1,0,3,2,2,3,3,1,8,7,6,5,5,0,16,20,17,20,13,13,50,2,2,2,4,1,8,2,5,13,10,7,9,4,26,33,28,28,23,17,79,0,0,0,0,0,0,18,18,21,15,13,54,15,10,7,8,4,25,52.4,3.96,55.11,4.01,58.06,4.06,61.66,4.12,55.19,4.01,19.61,13.15,40.89,26.35,9014,9.106534203,1.05,200.05,5.298567335,47.82,40.14,4.44,78.6,13.47,5.28,25,0.69,2703,74.61,13,2.564949357,1.78,55,1.51807894,4.007333185,36.51720215,1.88,1.38,24.37,21.64,46.24,7.37,83.38,7.32,1.46,0.2,0,0,0,0.05,0.72,68.2,2,59,0,0,3,144.9991171,-38.33585584
214021378,0,0,1,1,2,2,8,5,8,5,7,18,0,0,2,1,0,3,2,0,1,1,1,0,1,2,5,9,6,4,4,19,14,6,1,2,4,9,21,20,18,22,22,60,1,1,0,0,1,1,1,0,17,12,12,9,6,33,39,33,31,31,29,95,2,0,0,1,0,1,26,15,19,22,23,56,13,18,12,9,6,39,25.6,3.24,27.31,3.31,28.43,3.35,30.47,3.42,27.11,3.3,22.26,10.28,47.17,20.29,5331,8.581294117,0.99,18.55,2.920469789,28.89,55.77,1.46,67.19,28.96,2.54,6,0.24,1575,63.08,3,1.098612289,5.28,132,5.286343612,4.882801923,28.31827059,1.72,10.13,20.1,12.58,51.78,6.54,84.68,7.42,0,0.08,0,0,0,0.99,0.66,77,0,12,0,0,2,145.0000711,-38.3979699
214021379,3,1,1,0,1,2,11,11,16,8,12,35,5,2,1,2,2,5,2,3,0,1,1,1,0,3,4,4,1,3,5,8,12,11,9,9,6,29,31,22,33,18,24,73,4,4,3,3,0,10,2,7,24,13,11,16,11,40,55,36,46,35,35,117,0,0,0,1,0,1,41,23,32,25,26,80,14,13,14,10,9,37,31.51,3.45,33.42,3.51,35.78,3.58,37.67,3.63,33.57,3.51,25.54,21.73,38.77,13.96,20299,9.918326903,0.99,186.43,5.228055834,42.76,44.76,6.03,72.18,18.57,5.3,74,0.79,6518,69.79,45,3.80666249,8.88,830,8.887461184,6.721425701,34.81332743,1.57,1.77,24.2,17.98,49.51,37.84,20.96,20.22,0,0.68,0.02,0,0.17,2.9,0.38,67.3,4,73,0,5,10,145.1638543,-38.34589091
214021380,2,3,2,3,0,8,24,18,22,28,17,68,4,5,12,7,5,24,8,17,0,1,1,0,0,2,3,3,6,3,2,12,13,5,8,8,11,21,43,30,46,42,31,118,6,7,7,5,4,19,5,13,19,11,15,14,13,40,62,42,61,56,44,159,1,0,0,1,0,1,51,30,39,42,34,111,11,12,22,14,10,48,101.35,4.62,107.16,4.67,111.76,4.72,113.24,4.73,106.76,4.67,22.39,16.51,39.88,21.23,22421,10.0177533,1.15,1063.12,6.96896326,43.2,46.12,6.77,76.96,12.94,4.95,78,0.79,7395,75.25,40,3.688879454,2.73,242,2.462603032,5.488937726,46.78290791,2.25,0.52,22.48,19.77,51.58,46.46,34.33,11.56,0,1.9,0.06,0,0.04,1.64,0.28,58.9,9,118,0,0,7,145.0602813,-38.23043169
214021381,2,0,1,1,0,2,9,9,4,12,9,25,3,2,1,8,4,11,4,5,2,1,1,1,0,3,1,0,2,3,4,5,6,3,4,7,3,14,18,6,15,19,11,40,1,0,2,1,0,3,1,2,3,10,4,11,12,25,23,17,19,31,23,67,0,0,0,0,0,0,18,14,16,19,16,49,5,3,3,12,7,18,117.03,4.76,126.09,4.84,129.27,4.86,134.18,4.9,124.13,4.82,27.01,11.86,43.88,17.25,17247,9.755393494,1.07,743.08,6.610803711,26.55,60.39,2.47,72.71,22.86,3.2,45,0.56,5798,71.53,21,3.044522438,1.52,106,1.307673328,4.663439094,47.02099664,3.12,0.54,19.44,18.32,56.69,43.24,51.24,2.73,0,2.5,0,0,0,0.28,0.31,57.5,7,30,0,0,7,145.0928914,-38.19507701
214021382,0,1,1,0,1,2,5,7,9,4,3,20,1,2,6,4,2,12,4,7,0,1,1,0,0,2,3,3,5,0,4,8,4,4,4,5,2,13,8,11,14,13,12,38,1,1,0,1,0,2,1,1,6,6,10,8,5,24,14,18,25,21,17,64,0,0,0,0,0,0,8,16,18,10,10,44,6,2,7,11,7,20,50.82,3.93,54.07,3.99,56.66,4.04,59.61,4.09,53.85,3.99,27.42,13.52,41.69,17.37,17087,9.746073219,1.08,565.94,6.338488066,31.51,56.3,2.29,77.12,18.4,3.3,61,0.77,5885,74.58,20,2.995732274,1.25,82,1.039158535,4.406719247,38.88683214,2.03,0.62,22.17,18.94,52.77,74.46,0,24.22,0,0.21,0,0,0,1.11,0.09,64.8,6,65,0,0,3,145.0307337,-38.27544374
214021383,2,1,0,1,2,2,13,15,12,8,13,35,7,5,6,7,5,18,6,12,1,1,1,1,1,3,2,2,3,3,3,8,5,8,8,4,7,20,20,27,23,15,20,65,5,6,5,5,5,16,6,10,13,13,9,8,9,30,34,41,32,24,30,97,0,0,1,0,0,1,23,24,17,15,23,56,11,17,15,9,7,41,35.34,3.56,37.51,3.62,40.14,3.69,43.06,3.76,37.67,3.63,19.99,13.31,41.63,25.07,16127,9.688250165,1.01,240.08,5.480972201,48.23,38.48,4.56,78.39,13.26,4.81,44,0.7,4590,72.56,23,3.135494216,2.24,126,1.991779956,4.836281907,35.1683481,1.08,0.9,23.91,17.39,51.32,67.68,0.19,31.31,0,0.15,0,0,0,0.54,0.13,61,7,173,0,0,4,144.7967514,-38.37861902
214021384,4,3,0,1,0,4,23,14,19,27,18,60,3,6,6,10,8,22,8,14,1,1,1,0,1,2,6,3,2,2,4,7,8,8,8,6,11,22,29,30,25,42,35,97,3,8,5,8,8,21,7,14,15,13,13,15,9,41,45,44,39,57,45,140,0,2,0,0,0,2,27,36,29,41,36,106,18,8,10,16,9,34,58.6,4.07,61.92,4.13,65.6,4.18,77.17,4.35,62.04,4.13,18.57,14.55,35.81,31.07,19622,9.884406665,1.14,828.34,6.719423698,56.82,31.58,8.47,75.14,11.18,6.08,40,0.58,5217,75.04,45,3.80666249,2.89,169,2.430955121,5.129898715,40.82259953,1.03,0.96,21.78,22.14,48.47,82.66,0,12.94,0,1.7,0.21,0,0,2.48,0.06,57.3,15,128,0,0,4,144.9074637,-38.36902148
214021385,0,0,2,0,0,2,14,16,13,11,10,40,1,1,1,5,0,7,0,7,1,3,3,1,0,7,7,6,6,2,9,14,22,18,15,9,6,42,32,33,31,27,30,91,4,1,3,1,2,5,1,4,22,19,18,18,16,55,55,55,50,46,46,151,1,0,1,0,0,1,43,39,33,30,29,102,12,16,17,16,17,49,88.37,4.48,97.37,4.58,107.99,4.68,115.66,4.75,97.91,4.58,26.1,20.44,41.88,11.58,17452,9.767209534,1.04,148.71,5.001998101,34.21,53.4,3.5,67.46,26.2,4.16,36,0.4,6880,75.9,22,3.091042453,1.87,155,1.709873138,5.043425117,44.73381967,1.99,2.5,27.8,21.28,41.42,42.95,52.34,1.84,0,0.85,0,0,0.01,0.63,0.32,68.7,6,54,0,3,9,145.1629219,-38.24114894
