Zones,T_Sig,T_Stop,Schols,B_Stop,P_Sped,LN_AVKT,Total,Fatal,Serio,Minor,S1,S2,S3S,S4S,X2,X3,X4,X5,X5A,X5B,X6,X7,X8,X9,LNPOP,Y_POP,HHD1,HHD2,Cyc,X12,X13,X14,X15,Unemp,X17,X18,X20,E1,E2,E3,E4,E5,L2,L3,L4,L5,L6,L7,L8,Resi,Coma,Index,L11,VKT_10,LN_VKT_10,VKT_11,LN_VKT_11,VKT_12,LN_VKT_12,VKT_13,LN_VKT_13,AVKT ,TPOP,Long,Lat
2100908,0,0,0,0,0,0,0,0,0,0,42.10526316,26.316,31.579,10.526,16.39871,51.44695,12.86174,0.857142857,54.01929,45.98071,311,3.2618,47,1262,5.743003188,19.2926,28.037,55.1402,2.29885,2.9,0,50.48544,49.51456,0,0,66.66667,0,29.82456,18.71345,12.2807,26.31579,9.35673,100,0,0,0,0,0,0,0,0,0,95.65264,0,0,0,0,0,0,0,0,0,312,144.4795957,-37.76967811
2104306,0,0,0,0,0,0,0,0,0,0,51.2195122,20.732,30.488,20.732,12.34568,47.3251,10.28807,1.008264463,49.38272,50.61728,243,2.07762,41,1221,5.493061443,30.04115,48.101,37.9747,3.50877,2.8,0,47.4359,52.5641,0,0,66.66667,5.26316,25.86207,15.51724,15.51724,27.58621,12.93103,76.71484,23.28516,0,0,0,0,0,0,0,0,116.96062,0,0,0,0,0,0,0,0,0,243,144.4509942,-37.86788529
2104307,0,0,0,0,0,2.845128585,0,0,0,0,66.90647482,14.388,35.971,30.935,19.24528,45.28302,10.37736,0.944852941,51.32075,48.67925,530,4.66429,38,1437,6.270988432,25.09434,30.508,54.8023,1.4652,2.8,2.27273,55.68182,42.04545,8.05271,0,71.42857,3.2967,19.63636,26.90909,9.45455,31.27273,11.63636,82.4116,17.5884,0,0,0,0,0,0,0,0,113.415,16.22355611,2.786464267,17.75313613,2.876562184,17.63461976,2.869864002,18.4021031,2.912464957,17.20377067,529,144.4869028,-37.92049849
2104325,0,0,0,0,0,0,0,0,0,0,0,100,0,0,12,40,28,0.857142857,48,52,25,0.28055,62,1133,3.258096538,20,60,40,0,2,0,76.92308,0,0,0,100,0,0,0,0,0,100,59.40857,0,0,0,0,0,40.59143,0,0,0,92.67533,0,0,0,0,0,0,0,0,0,26,144.552524,-37.97844485
2105405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,100,0,6,0.00398,58,533,1.098612289,0,100,0,0,1,0,100,0,0,0,0,0,0,100,0,0,0,0,98.52452,1.47548,0,0,0,0,0,0,0,754.37589,0,0,0,0,0,0,0,0,0,3,146.0853269,-37.53290034
2105417,0,0,0,0,0,-2.544379811,0,0,0,0,50,8.654,30.769,19.231,13.92405,53.16456,14.13502,0.903614458,52.32068,47.67932,474,1.15854,47,805,6.161207322,18.77637,50.802,36.3636,11.52263,2.2,1.60428,61.49733,33.15508,4.85893,0,45.67901,0,18.69919,29.6748,11.38211,22.76423,13.82114,17.34771,75.95548,0,0,0,0,0,6.69682,0,0.67281,409.13561,0.073303707,-2.613144101,0.081459029,-2.507655092,0.080802469,-2.515747753,0.083086372,-2.487874592,0.078521735,474,145.7770478,-37.55738996
2105701,0,0,0,0,0,0,0,0,0,0,58.06451613,4.839,38.71,19.355,5.98958,54.6875,23.69792,0.837320574,54.16667,45.83333,384,0.43264,57,531,5.950642553,15.625,67.598,17.8771,9.35252,1.9,3.35196,78.77095,13.96648,12.0614,2.15827,62.58993,4.31655,25.71429,22.85714,10.71429,31.42857,6.42857,3.26931,95.84764,0.66328,0,0,0,0,0.21978,0,0.03064,887.57639,0,0,0,0,0,0,0,0,0,384,146.1824545,-37.53287349
2106101,0,0,0,0,74.07,2.77572157,34,1,16,18,49.29577465,18.31,30.986,18.31,18.55204,49.77376,7.23982,0.86440678,53.39367,46.60633,221,0.25737,40,656,5.393627546,24.43439,59.551,17.9775,3.75,2.2,5.68182,73.86364,17.04545,24.13793,0,80,3.75,17.28395,29.62963,18.51852,27.16049,3.7037,0.4709,98.59065,0.85535,0,0,0,0,0.08311,0,0.01168,854.80063,15.11752528,2.715854685,16.35120021,2.794301302,16.68188703,2.814323522,17.24146952,2.8473175,16.05020417,220,145.9761139,-37.65134234
2107613,0,0,0,0,0,1.666938549,0,0,0,0,51.78571429,10.714,23.214,28.571,19.08213,45.89372,12.80193,0.899082569,52.657,47.343,414,7.1147,42,1336,6.025865974,22.22222,31.69,51.4085,3.15315,2.7,0,49.28571,46.42857,3.92749,0,66.21622,0,18.46847,10.81081,16.21622,24.77477,27.92793,100,0,0,0,0,0,0,0,0,0,58.1894,4.823568826,1.573514074,5.228306514,1.654087423,5.835913839,1.764030867,6.01301492,1.793926273,5.295929726,414,145.7138948,-38.22580481
2107615,0,0,0,0,0,0,0,0,0,0,78.46153846,0,33.846,44.615,14.53744,43.61233,11.89427,0.868852459,53.74449,46.25551,227,5.51886,42,1406,5.429345629,29.95595,39.241,51.8987,5.40541,2.7,0,60.75949,35.44304,4.47284,0,51.35135,2.7027,18.69159,3.73832,13.08411,24.29907,35.51402,88.10175,11.8208,0,0.07745,0,0,0,0,0,0,41.31288,0,0,0,0,0,0,0,0,0,228,145.7509445,-37.97903936
2107616,0,0,0,0,0,-11.34629454,0,0,0,0,54.79452055,13.014,32.192,22.603,27.75665,36.88213,10.26616,1.034749035,49.04943,50.95057,526,603.50924,34,1018,6.267200549,25.09506,40.404,44.9495,2.8,2.5,5.55556,75.25253,19.19192,5.69106,0,72.4,3.6,30.27888,20.31873,18.32669,21.11554,6.3745,0,0,0,0.59278,0,0,5.10289,94.30434,0,0.01696,0.87323,0.00001102,-11.41579481,0.000012281,-11.30745489,1.21E-05,-11.3191305,1.22E-05,-11.31523233,1.18E-05,527,145.7613178,-38.11088136
2107618,0,0,0,0,0,0,0,0,0,0,56.25,7.5,35,21.25,14.62585,49.65986,11.56463,0.896774194,52.04082,47.95918,294,8.87909,47,1125,5.683579767,24.14966,31.193,49.5413,4.29448,2.4,0,57.94393,38.31776,0,0,63.19018,3.68098,19.75309,14.19753,17.90123,20.37037,25.92593,100,0,0,0,0,0,0,0,0,0,33.11149,0,0,0,0,0,0,0,0,0,294,145.7561084,-38.1222178
2107624,0,0,0,0,0,0,0,0,0,0,59.75609756,7.317,36.585,23.171,20.64516,46.45161,10,0.913580247,52.25806,47.74194,310,9.59558,45,1208,5.736572297,22.90323,38.655,45.3782,1.91083,2.6,3.4188,53.84615,38.46154,4.79134,0,62.42038,1.91083,19.39394,15.75758,10.90909,29.09091,24.84848,100,0,0,0,0,0,0,0,0,0,32.30653,0,0,0,0,0,0,0,0,0,310,145.7544133,-38.08033473
2107625,0,0,0,0,0,0,0,0,0,0,60,20,28,32,18.51852,51.11111,6.66667,0.955882353,51.85185,48.14815,135,4.38076,40,924,4.890349128,23.7037,36,34,12.85714,3.1,0,66,34,7.69231,0,51.42857,0,0,0,32.30769,18.46154,49.23077,100,0,0,0,0,0,0,0,0,0,30.36001,0,0,0,0,0,0,0,0,0,133,145.7361436,-38.25028701
2107703,0,0,0,0,0,0,0,0,0,0,34.72222222,12.5,18.056,16.667,13.3574,46.93141,20.57762,0.950704225,50.18051,49.81949,277,0.82582,46,647,5.624017506,19.13357,65.179,29.4643,5.35714,2.3,2.65487,70.79646,19.46903,10.76067,0,56.25,5.35714,20.33898,20.33898,12.71186,22.88136,21.18644,10.89465,88.79856,0,0.00527,0,0,0,0.30152,0,0.04183,335.42255,0,0,0,0,0,0,0,0,0,277,146.0068755,-37.76834584
2107707,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,57.14286,0,1.333333333,42.85714,57.14286,7,0.00792,45,0,1.945910149,42.85714,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,97.5966,2.4034,0,0,0,0,0,0,0,883.98912,0,0,0,0,0,0,0,0,0,7,146.1481494,-37.69514595
2107718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,193.03983,0,0,0,0,0,0,0,0,0,0,145.795178,-37.87441876
2108916,0,0,0,0,0,0,0,0,0,0,80.95238095,7.143,48.81,32.143,16.43357,45.45455,4.8951,0.9,52.7972,47.2028,286,5.75644,39,1208,5.65248918,33.21678,36.17,57.4468,9.02778,3,3.22581,61.29032,35.48387,0,0,46.52778,2.08333,15.64626,14.28571,8.16327,12.2449,43.53741,100,0,0,0,0,0,0,0,0,0,49.50977,0,0,0,0,0,0,0,0,0,285,145.7358716,-38.26562994
2108919,0,0,0,0,0,0,0,0,0,0,66.09195402,12.069,38.506,27.586,13.78764,50.3962,10.77655,1.022435897,49.28685,50.71315,631,11.42545,42,1315,6.447305863,25.03962,29.302,51.1628,4.04984,2.8,1.86047,61.86047,34.4186,1.39752,0,67.60125,3.73832,33.02181,17.13396,11.83801,21.80685,13.39564,100,0,0,0,0,0,0,0,0,0,55.22759,0,0,0,0,0,0,0,0,0,631,145.6535542,-38.28489455
2109320,0,0,0,0,0,2.646100548,0,0,0,0,35.48387097,9.677,22.581,12.903,14.54082,46.68367,20.15306,0.940594059,51.78571,48.21429,392,4.75916,49,836,5.97126184,18.62245,51.678,36.9128,6.89655,2,3.33333,70,24.66667,15.45802,0,61.37931,0,27.08333,19.44444,7.63889,18.05556,21.52778,95.95276,3.65156,0,0,0,0,0,0.39569,0,0.05458,82.36746,13.20358536,2.580488411,15.16787385,2.719179629,13.92540014,2.633714521,14.4901407,2.673468466,14.09895312,392,145.5551809,-38.2984222
2110501,0,0,0,0,50,0,4,0,1,3,30.3030303,51.515,13.636,16.667,38.13953,31.16279,12.55814,1.141414141,47.44186,52.55814,215,5174.06848,33,1406,5.356586275,18.13953,35.955,53.9326,13.43284,2.3,21.59091,65.90909,7.95455,10.18277,0,41.79104,6.71642,10.9375,23.4375,18.75,42.1875,4.6875,0,0,0,0,0,0,0,100,0,0,0.04097,0,0,0,0,0,0,0,0,0,212,144.9719732,-37.75899656
2110502,1,1,0,2,41.33,1.497888526,13,0,6,7,23.97660819,61.988,14.035,9.942,42.80992,32.39669,12.2314,0.951612903,51.23967,48.76033,605,4886.86133,34,1172,6.405228458,12.56198,37.945,54.5455,17.3913,2.4,28.06324,66.79842,3.95257,12.74074,0,30.43478,7.76398,8.38509,28.57143,11.18012,46.27329,3.72671,0,0,0,0,0,0,0,84.9263,15.0737,0.04902,0.1238,4.433563193,1.489203593,4.547953483,1.514677348,4.435191569,1.48957081,4.555762162,1.516392841,4.472236082,605,144.9654048,-37.76240197
2110503,0,0,0,2,40,0,0,0,0,0,19.54022989,31.034,12.644,6.897,32.10412,44.46855,10.41215,1.058035714,48.59002,51.40998,461,7418.44729,39,1181,6.133398043,13.01518,31.953,55.6213,13.71681,2.3,19.16168,70.65868,7.18563,10.08403,1.32743,36.72566,5.75221,5.38117,31.39013,6.72646,53.81166,2.69058,0,0,0,0,0,0,0,100,0,0,0.06214,0,0,0,0,0,0,0,0,0,461,144.969071,-37.76282587
2110504,0,0,0,1,43.33,1.866326371,0,0,0,0,12.64367816,47.126,4.598,8.046,43.40836,38.58521,8.03859,1.08,47.90997,52.09003,311,5229.10608,33,1566,5.743003188,9.96785,29.63,52.5926,14.85714,2.2,20.14925,72.38806,5.22388,15.76011,0,35.42857,1.71429,8.77193,29.23977,12.8655,41.52047,7.60234,0,0,0,0,0,0,0,84.4249,15.5751,0.0509,0.05967,6.173599282,1.82028202,6.57473387,1.883234101,6.645180446,1.893891847,6.755424926,1.910345875,6.464504532,312,144.9712799,-37.76539463
2110505,0,0,0,2,40,0,1,0,0,1,25.88235294,54.118,4.706,21.176,38.69969,38.69969,10.52632,1.111111111,47.36842,52.63158,323,4713.10808,34,1526,5.777652323,12.0743,27.007,56.2044,14.79592,2.3,10.86957,77.53623,8.69565,5.53191,0,43.87755,1.53061,9.27835,22.16495,9.79381,53.60825,3.09278,0,0,0,0,0,0,0,100,0,0,0.06853,0,0,0,0,0,0,0,0,0,323,144.9681104,-37.76503538
2110506,2,1,0,2,41.18,0.484221545,15,0,9,6,28.26086957,37.681,16.667,11.594,42.27468,34.12017,9.87124,0.894308943,52.7897,47.2103,466,5840.48319,34,1231,6.144185634,13.73391,35.106,53.7234,12.39669,2.2,28.34225,59.35829,4.81283,12.6506,0,40.49587,9.50413,12.34568,22.22222,11.93416,46.09053,4.93827,0,0,0,0,0,0,0,87.38535,12.61465,0.04008,0.07979,1.601324643,0.470831189,1.63620336,0.492378533,1.631205459,0.489319287,1.675474498,0.516096407,1.622911154,466,144.9644916,-37.76466781
2110507,1,1,0,3,40,2.331310827,15,0,5,10,22.95081967,55.738,18.033,4.918,47.03297,29.23077,10.54945,1.105990783,47.91209,52.08791,455,4723.43019,32,1437,6.124683391,13.18681,29.032,61.828,12.63941,2.3,18.51852,72.48677,6.87831,7.69231,0,38.28996,7.43494,13.60294,21.32353,3.30882,55.14706,5.51471,0,0,0,0,0,0,0,85.61195,14.38805,0.04648,0.09675,10.02890934,2.305471857,10.43631965,2.345291996,10.4090399,2.34267465,10.61554116,2.362319074,10.29142297,457,144.9653626,-37.76660269
2110508,0,1,0,1,40,0,0,0,0,0,23.42342342,48.649,13.514,9.91,45.69191,30.5483,12.01044,0.929292929,51.43603,48.56397,383,6110.96055,31,1108,5.945420609,11.74935,35.057,46.5517,14.81481,2.2,23.42857,65.71429,6.28571,11.28799,1.38889,36.11111,1.85185,11.92661,23.3945,9.17431,47.70642,5.9633,0,0,0,0,0,0,0,86.21375,13.78625,0.04429,0.06251,0,0,0,0,0,0,0,0,0,382,144.9704575,-37.76712946
2110509,1,1,0,0,40,0,17,1,3,14,19.41747573,49.515,14.563,4.854,50.49834,31.56146,7.6412,1.061643836,49.16944,50.83056,301,3227.74251,31,1461,5.707110265,10.299,25,59.6774,13.54167,2.2,21.77419,73.3871,2.41935,4.15512,0,34.375,9.375,7.89474,27.36842,15.78947,47.36842,0,0,0,0,0,0,0,70.06534,18.55143,11.38323,0.7667,0.09325,0,0,0,0,0,0,0,0,0,301,144.9645617,-37.76823046
2110510,1,2,0,0,40,1.555176187,1,0,0,1,16.09195402,50.575,12.069,4.023,44.88735,30.5026,11.61179,1.028070175,49.2201,50.7799,577,6423.78049,32,1312,6.359573869,12.99827,34.034,55.4622,15.64417,2.1,25.31646,70.88608,2.1097,9.375,0,31.90184,6.13497,5.82822,28.83436,7.66871,50.6135,3.06748,0,0,0,0,0,0,12.61523,78.24017,9.1446,0.07577,0.08998,4.621383877,1.530694201,4.788484504,1.566213974,4.797894194,1.568177112,4.868136903,1.582711298,4.735920859,578,144.9696495,-37.76877331
2110511,1,1,0,5,45,0,7,0,1,6,20.05277045,36.675,11.61,8.443,42.04981,32.95019,13.31418,1.137014315,46.83908,53.16092,1044,2976.44169,33,1606,6.951772164,11.68582,22.195,69.0244,17,2.1,15.53398,77.42718,4.85437,7.40203,0.83333,33.66667,7,9.01503,24.04007,10.68447,51.25209,4.00668,0,21.19098,0,0,0,0,21.1971,28.92589,28.68603,0.51618,0.35109,0,0,0,0,0,0,0,0,0,1045,144.9559424,-37.76490152
2110512,0,0,0,0,0,0,3,0,1,2,50.50505051,32.323,26.263,24.242,23.45679,41.66667,12.96296,1.01875,49.38272,50.61728,324,4916.21985,40,1692,5.777652323,21.91358,22.609,61.7391,14.88095,2.7,13.55932,72.88136,11.01695,5.05952,3.57143,41.07143,5.35714,13.09524,18.45238,3.57143,55.95238,7.14286,0,0,0,0,0,0,0,100,0,0,0.0657,0,0,0,0,0,0,0,0,0,323,144.9518016,-37.76213415
2110513,0,2,0,3,0,1.36796791,3,0,0,3,21.72131148,54.098,15.574,6.148,54.02299,29.11877,4.98084,0.992366412,50.19157,49.80843,783,4881.91599,30,1674,6.663132696,11.87739,24.127,67.619,14.78439,2.2,18.4127,74.60317,5.07937,9.22266,0.61602,30.80082,5.13347,8.64198,26.54321,10.69959,49.58848,2.6749,0,0,0,0,0,0,0,48.33352,51.66649,0.26292,0.16039,3.707045355,1.310235159,4.047566031,1.398115721,4.027474103,1.393139406,4.085473764,1.407437698,3.92736183,783,144.9604623,-37.7624428
2110514,0,0,0,1,0,0,2,0,1,1,38.88888889,38.095,25.397,13.492,30.37694,41.46341,9.31264,1.078341014,48.1153,51.8847,451,5814.54002,36,1788,6.11146734,18.84701,19.643,67.8571,15.87302,2.5,20.11834,70.4142,7.10059,6.22407,1.19048,33.73016,3.57143,9.6,24.4,6.8,54.4,3.6,0,0,0,0,0,0,0,100,0,0,0.07756,0,0,0,0,0,0,0,0,0,451,144.9573387,-37.76163684
2110515,0,0,0,0,0,0,0,0,0,0,44.04761905,40.476,27.381,16.667,31.31579,36.84211,12.10526,0.984293194,50.26316,49.73684,380,5242.8225,34,1192,5.937536205,19.73684,29.655,51.7241,11.70213,2.6,14.38356,76.0274,7.53425,11.29518,1.59574,44.68085,6.91489,15.78947,20.52632,12.63158,46.31579,1.57895,0,0,0,0,0,0,0,100,0,0,0.07229,0,0,0,0,0,0,0,0,0,379,144.9549603,-37.76156559
2110516,0,0,1,2,42,0,1,0,1,0,21.42857143,48.571,14.286,7.143,32.8125,42.96875,14.0625,1.263157895,44.92188,55.07813,256,3839.49443,37,1571,5.552959585,10.15625,30.702,57.8947,14.28571,2.3,14.91228,69.29825,7.01754,9.5729,0,40.13605,8.16327,6.12245,18.36735,17.68707,51.70068,2.04082,0,0,0,22.8415,0,0,0,77.1585,0,0.08046,0.0672,0,0,0,0,0,0,0,0,0,258,144.9521213,-37.76041287
2110517,0,0,0,0,0,0,2,0,0,2,48.41269841,32.54,27.778,20.635,31.97279,35.82766,10.6576,1.1,47.39229,52.60771,441,5544.85283,34,1416,6.089044875,21.54195,31.214,53.1792,9.63303,2.5,11.04651,77.32558,8.13953,8.92857,0,42.20183,8.25688,10.45455,21.81818,12.27273,50,4.09091,0,0,0,0,0,0,0,100,0,0,0.07953,0,0,0,0,0,0,0,0,0,441,144.9520989,-37.75680114
2110518,1,0,0,2,41.11,0,4,0,1,3,30.23255814,42.636,23.256,6.977,41.83168,31.68317,8.91089,1.172043011,46.28713,53.71287,404,5587.94025,33,1849,6.001414878,17.57426,24.49,65.3061,9.63303,2.5,17.12329,74.65753,8.21918,9.70043,2.29358,41.2844,5.50459,11.98157,19.35484,9.21659,51.15207,5.99078,0,0,0,0,0,0,0,100,0,0,0.0723,0,0,0,0,0,0,0,0,0,404,144.9532125,-37.75904082
2110519,0,0,0,3,0,1.618875585,3,0,0,3,19.46902655,58.407,14.159,5.31,49.23077,28.61538,8.30769,0.951807229,50.46154,49.53846,325,3770.95727,30,1312,5.780743516,13.84615,31.452,58.0645,12.22222,2.1,34.67742,62.09677,0,9.70043,0,30.55556,11.66667,11.04972,18.23204,10.49724,51.9337,8.28729,0,0,0,0,0,0,41.06995,50.4658,8.46425,0.24403,0.08592,5.108073541,1.630822335,5.080889282,1.625486302,4.95327239,1.600048447,5.087989188,1.626882701,5.047411737,324,144.959726,-37.7598124
2110520,0,0,0,2,0,2.372715304,0,0,0,0,45.37037037,28.704,25.926,19.444,25.06527,39.16449,15.4047,0.974226804,50.91384,49.08616,383,4143.08632,36,1228,5.948034989,20.36554,34.286,53.5714,13.37209,2.8,13.04348,68.84058,11.5942,11.49425,0,48.25581,8.72093,14.28571,29.16667,7.7381,44.64286,1.78571,0,0,0,0,0,0,0,100,0,0,0.09244,10.39714444,2.341531195,10.91419727,2.390064444,10.86809358,2.385831302,11.16380349,2.412676714,10.72647843,383,144.9549994,-37.75600089
2110521,1,1,0,2,50,2.815791397,5,0,2,3,12.5,42.647,8.088,4.412,47.18826,28.60636,15.64792,1.07106599,47.92176,52.07824,409,4298.61021,33,1321,6.011267174,8.55746,37.895,51.5789,20,1.9,26.31579,64.73684,4.21053,10.49383,1.81818,39.54545,5.90909,9.375,19.19643,12.05357,53.125,3.57143,0,10.42844,0,0,0,0,0,77.34553,12.22603,0.07963,0.09491,16.21790727,2.786116019,16.88569483,2.826466804,17.0155737,2.834129025,17.36355725,2.854373599,16.70639193,408,144.9683344,-37.77809863
2110522,3,1,0,6,48,3.608273819,25,0,5,20,15.4185022,55.066,9.692,5.727,54.01235,28.24074,7.56173,0.969604863,50.92593,49.07407,648,5814.55395,31,1223,6.473890696,10.18519,34.944,51.6729,17.91444,2.1,32.34201,58.36431,7.0632,11.88119,1.06952,29.67914,8.28877,11.55914,26.34409,12.63441,44.08602,1.88172,0,0,0,0,0,0,0,82.61771,17.38229,0.05785,0.11144,36.14407632,3.587513071,37.45151524,3.623047169,37.11130173,3.613921552,38.192029,3.642626829,36.90229776,648,144.9633368,-37.7773507
2110523,1,2,0,0,40,0,26,0,5,21,21.30434783,45.652,15.217,6.087,43.6865,33.23657,10.15965,1.097264438,47.60522,52.39478,689,2986.07004,33,1358,6.536691598,12.91727,31.25,52.5735,19.7861,2.3,22.59259,68.14815,5.55556,7.99397,0,31.28342,5.08021,9.11528,27.61394,8.0429,50.67024,3.75335,0,0,0,0,0,0,14.54757,39.89263,45.5598,0.35166,0.23107,0,0,0,0,0,0,0,0,0,690,144.9658923,-37.77553695
2110524,1,1,0,2,40,1.752703712,1,0,0,1,50.75757576,34.848,34.091,16.667,33.40708,39.60177,6.63717,1.126760563,47.34513,52.65487,452,5241.98817,34,2071,6.115892125,20.35398,16.766,65.2695,18.61314,2.7,14.28571,76.19048,5.95238,5.12484,0,33.57664,5.83942,11.27273,23.27273,8.72727,52.36364,3.27273,0,0,0,0,0,0,0,85.28099,14.71901,0.04771,0.08642,5.426481719,1.69129099,5.824573404,1.762085761,6.059492432,1.80162604,6.147747236,1.816085712,5.770182518,453,144.9694294,-37.77360638
2110525,1,0,0,1,41.25,1.722552589,16,0,4,12,18.8976378,39.37,13.386,5.512,37.03704,42.45014,7.69231,1.095808383,47.57835,52.42165,351,5981.20548,36,1883,5.857933154,12.82051,16.667,71.7391,17.27273,2.2,17.3913,73.91304,4.34783,4.69799,0,35.45455,9.54545,6.91244,25.80645,6.91244,56.2212,1.38249,0,0,0,0,0,0,0,27.06769,72.93231,0.55229,0.05852,5.453047666,1.696174657,5.666118223,1.734504266,5.677239157,1.736465051,5.760446617,1.751015009,5.598801682,350,144.9624588,-37.77283904
2110526,1,0,0,2,0,0,0,0,0,0,30.83333333,46.667,15,15.833,29.47846,36.28118,16.09977,1.189054726,45.57823,54.42177,441,5118.49234,36,1587,6.086774727,18.14059,29.213,60.1124,16.45022,2.4,19.55307,64.24581,11.17318,5.9375,0,39.82684,6.49351,12.5,25,10.34483,46.55172,4.31034,0,0,0,0,0,0,0,100,0,0,0.08596,0,0,0,0,0,0,0,0,0,440,144.9656453,-37.7731848
2110527,0,0,0,0,0,0,1,0,0,1,42.42424242,22.222,31.313,11.111,36.50307,41.41104,4.29448,0.782608696,56.13497,43.86503,326,6187.04295,35,1481,5.793013608,17.79141,32.061,58.7786,13.33333,2.6,21.875,67.96875,7.8125,9.71429,0,40.55556,5.55556,14.52514,23.46369,13.40782,48.60335,0,0,0,0,0,0,0,0,84.1412,15.8588,0.052,0.05301,0,0,0,0,0,0,0,0,0,328,144.9559386,-37.75825433
2110528,0,0,0,1,0,0,0,0,0,0,44.94382022,34.831,30.337,14.607,29.08497,36.27451,16.66667,1.026490066,48.69281,51.30719,306,4107.32246,36,1517,5.723585102,17.97386,31.193,57.7982,10.34483,2.6,13.39286,73.21429,10.71429,13.83929,0,48.27586,10.34483,14.78873,23.94366,11.26761,45.77465,2.11268,0,0,0,0,0,0,0,100,0,0,0.0745,0,0,0,0,0,0,0,0,0,306,144.9576044,-37.75630947
2110529,1,4,0,2,40,0,1,0,0,1,28.57142857,48.98,21.769,6.803,42.38683,30.8642,12.13992,1.072340426,48.35391,51.64609,486,2322.25662,33,1321,6.188264123,14.60905,33.166,55.7789,12.17712,2.4,16.66667,73.23232,8.08081,9.55137,0,36.53137,11.80812,9.70149,26.86567,13.0597,48.50746,1.86567,0,0,0,0,0,0,56.56393,35.06174,8.37433,0.41549,0.20971,0,0,0,0,0,0,0,0,0,487,144.9612595,-37.75721923
2110530,0,2,0,1,42.86,0,1,0,0,1,34.56790123,51.852,26.543,8.025,42.68537,28.05611,11.82365,1.145922747,46.49299,53.50701,499,5516.48189,32,1008,6.214608098,17.43487,41.743,44.4954,10.90226,2.3,33.48624,57.79817,5.04587,10.53391,1.12782,33.83459,3.38346,10.48689,22.09738,12.73408,48.31461,2.99625,0,0,0,0,0,0,0,100,0,0,0.09064,0,0,0,0,0,0,0,0,0,500,144.9680281,-37.75695701
2110531,0,1,0,2,55,1.724434839,9,0,2,7,30.9352518,46.043,22.302,8.633,36.66667,28.77193,18.94737,1.126865672,47.36842,52.63158,570,4166.94806,34,1132,6.345636361,15.61404,38.235,48.5294,7.94224,2.5,16.74877,71.42857,9.35961,13.02983,0,45.12635,7.58123,10.50725,27.89855,11.5942,43.84058,2.53623,0,0,0,0,8.78963,0,0,74.59163,16.61874,0.09201,0.13679,5.344015423,1.675977322,5.704930741,1.741330843,5.77910368,1.754248598,5.892283966,1.773643693,5.609349948,570,144.9735253,-37.75758566
2110532,0,0,1,0,43.33,0,1,0,0,1,38.88888889,33.333,20.37,18.519,42.51208,24.63768,15.45894,0.907407407,53.1401,46.8599,207,4559.7882,34,1600,5.327876169,17.3913,35.165,54.9451,11.29032,2.3,21.11111,67.77778,6.66667,3.32851,2.41935,42.74194,8.06452,15.44715,28.45528,12.19512,43.90244,0,0,0,0,16.99516,0,0,0,83.00484,0,0.05636,0.04518,0,0,0,0,0,0,0,0,0,206,144.9677555,-37.75849734
2110533,0,0,0,1,50,1.111243562,0,0,0,0,42.20183486,37.615,26.606,15.596,31.76972,37.73987,14.07249,1.03030303,49.25373,50.74627,469,5223.61674,36,1675,6.150602768,16.41791,29.255,56.383,14.28571,2.5,18.18182,75.93583,4.27807,8.27179,1.19048,38.88889,5.55556,3.93701,22.44094,10.23622,58.26772,3.93701,0,0,0,0,0,0,0,100,0,0,0.08978,3.039899205,1.111824358,3.201078865,1.163487898,2.873424396,1.055504488,2.911644032,1.068717881,3.038134155,469,144.9716483,-37.76064681
2110534,1,0,0,2,0,0,2,0,0,2,26.70454545,55.682,21.023,5.682,43.23432,32.50825,10.39604,1.249070632,44.55446,55.44554,606,5899.01685,33,1451,6.405228458,13.86139,30,56.5385,14.68927,2.3,24.61538,67.30769,5.38462,6.73212,0,31.63842,8.75706,13.88102,22.3796,10.1983,48.72521,1.69972,0,0,0,0,0,0,0,100,0,0,0.10256,0,0,0,0,0,0,0,0,0,605,144.9674796,-37.76016858
2110535,0,0,0,1,41.67,0,3,0,3,0,17.30769231,56.41,13.462,3.846,53.93258,31.62119,5.13644,0.984076433,50.40128,49.59872,623,7519.74382,32,1743,6.434546519,9.30979,20.755,70.9434,15.36643,2.1,19.31818,75.37879,3.40909,6.18687,0,31.67849,7.56501,7.0922,23.40426,11.11111,51.77305,4.49173,0,0,0,0,0,0,19.90756,57.32567,22.76678,0.19069,0.08285,0,0,0,0,0,0,0,0,0,623,144.9702037,-37.77114522
2110536,1,0,0,2,40,0,1,0,1,0,35.9223301,49.515,23.301,12.621,37.98883,32.40223,15.36313,1.196319018,45.2514,54.7486,358,6022.49429,35,1672,5.880532986,14.24581,27.632,57.2368,18.89401,2.3,17.64706,71.89542,7.18954,5.33516,0,38.70968,5.06912,14.4186,22.7907,8.37209,46.04651,4.18605,0,0,0,0,0,0,0,100,0,0,0.05944,0,0,0,0,0,0,0,0,0,358,144.9664896,-37.77137806
