Zones,T_Sig,T_Stop,Schols,B_Stop,P_Sped,LN_AVKT,Total,Fatal,Serio,Minor,S1,S2,S3S,S4S,X2,X3,X4,X5,X5A,X5B,X6,X7,X8,X9,LNPOP,Y_POP,HHD1,HHD2,Cyc,X12,X13,X14,X15,Unemp,X17,X18,X20,E1,E2,E3,E4,E5,L2,L3,L4,L5,L6,L7,L8,Resi,Coma,Index,L11,VKT_10,LN_VKT_10,VKT_11,LN_VKT_11,VKT_12,LN_VKT_12,VKT_13,LN_VKT_13,AVKT ,TPOP,Long,Lat
2119520,1,0,1,2,46,0,4,0,2,2,54.62962963,21.759,35.185,19.444,19.19355,48.70968,5.96774,0.946708464,51.45161,48.54839,620,3271.09316,39,2113,6.431331082,26.12903,19.324,65.2174,3.32326,2.8,2.88462,77.40385,17.78846,6.48801,1.20846,61.63142,4.53172,10.87613,24.77341,15.10574,41.38973,3.92749,0,0,0,5.00041,0,0,0,91.36369,3.6359,0.0264,0.18984,0,0,0,0,0,0,0,0,0,621,145.0698367,-37.88233073
2119521,1,0,0,3,65,0,11,0,6,5,53.57142857,25.714,30,23.571,19.90408,43.40528,10.55156,1.106060606,47.24221,52.75779,417,1960.42301,37,2113,6.033086222,26.13909,23.188,64.4928,2.24215,3.1,2.18978,74.45255,23.35766,5.69343,0,73.99103,5.38117,10.85973,20.81448,22.17195,36.65158,5.42986,0,39.65492,0,0,0,0,0,60.34508,0,0.17024,0.21271,0,0,0,0,0,0,0,0,0,417,145.0738793,-37.88213332
2119522,2,0,0,3,60,0,2,0,1,1,49.62406015,29.323,28.571,21.053,24.16107,40.71588,11.63311,1.050458716,48.76957,51.23043,447,2998.67117,36,1750,6.102558595,23.48993,23.353,58.6826,3.94737,2.6,4.79042,76.64671,14.37126,9.95671,2.63158,61.84211,4.82456,11.63793,28.87931,16.37931,36.63793,5.17241,0,0,0,0,0,0,0,100,0,0,0.14907,0,0,0,0,0,0,0,0,0,447,145.0769693,-37.88445585
2119523,1,0,0,4,60,0,0,0,0,0,55.67010309,39.175,27.835,27.835,28.38284,37.29373,10.56106,1.026845638,48.51485,51.48515,303,2673.42722,36,1821,5.710427017,23.76238,17.094,69.2308,0,2.7,12.06897,75.86207,12.06897,5.96206,2.29885,66.66667,6.89655,15.78947,12.8655,28.07018,39.76608,1.75439,0,17.86369,0,0,0,0,0,82.13631,0,0.05975,0.11296,0,0,0,0,0,0,0,0,0,302,145.0777613,-37.88067462
2119524,2,0,0,15,60,3.221359315,15,0,2,13,51.49253731,25.373,32.836,18.657,27.53247,37.4026,12.72727,1.042328042,48.83117,51.16883,385,807.67528,37,1230,5.955837369,22.33766,40.458,54.9618,11.66667,2.8,9.77444,71.42857,15.78947,3.66667,1.66667,63.88889,5,17.03297,15.93407,19.23077,37.91209,6.59341,0,13.78724,0,0,0,0,0,26.14998,60.06278,0.57126,0.47791,16.50449907,2.803633015,41.07183339,3.715322568,17.61016074,2.86847605,17.81353218,2.879958403,25.0621644,386,145.0823572,-37.88521552
2119525,0,0,1,2,40,2.80356752,16,0,4,12,43.85964912,26.316,29.825,14.035,35.38961,32.79221,9.09091,1.131034483,46.75325,53.24675,308,1902.65797,35,1333,5.733341277,22.72727,34.906,47.1698,4,2.6,9.52381,67.61905,20,0,2,66.66667,4,13.10345,18.62069,11.72414,51.03448,5.51724,0,30.44588,0,12.4817,0,0,0,57.07242,0,0.1925,0.1624,3.668658722,1.299826124,41.64209897,3.72911165,4.199496771,1.434964702,4.422306656,1.486661428,16.50341815,309,145.0827857,-37.88010594
2119526,0,0,0,1,55,2.328796249,2,0,0,2,43.67088608,44.937,22.152,21.519,28.57143,37.81513,8.40336,1.057803468,48.17927,51.82073,357,3456.48223,30,1774,5.874930731,25.21008,22.034,61.0169,3.50877,2.8,12.5,65.83333,19.16667,12.61682,1.75439,50.2924,8.18713,11.37725,25.1497,10.17964,44.31138,5.38922,0,0,0,0,0,0,0,93.77899,6.22101,0.01862,0.10299,1.120240763,0.113543629,28.50572708,3.350105017,1.170762844,0.15765554,1.202607233,0.184491894,10.2655769,356,145.044516,-37.87400666
2119527,0,0,0,1,0,0,5,0,1,4,22.37762238,65.734,16.084,6.294,47.12644,30.45977,9.1954,1.251612903,44.25287,55.74713,348,4933.24102,29,869,5.855071922,13.21839,37.43,42.4581,8.52273,1.9,34.63687,61.45251,3.91061,10.09464,0,49.43182,7.38636,1.71429,27.42857,21.14286,41.71429,4.57143,0,0,0,0,0,0,0,84.31816,15.68184,0.0513,0.07074,0,0,0,0,0,0,0,0,0,349,145.0496277,-37.87459133
2119528,2,0,0,0,80,3.278944524,17,0,4,13,30.43478261,38.043,22.826,7.609,37.15278,32.98611,12.5,1.057142857,48.26389,51.73611,288,1215.5428,31,1352,5.66296048,17.36111,27.778,63.8889,0,2.4,5.60748,86.91589,7.47664,13.54467,2.01342,50.33557,8.05369,9.33333,24,19.33333,41.33333,6,0,13.5298,0,0,0,30.54738,0,46.37868,9.54414,0.28134,0.23693,35.53919547,3.570636185,4.970953038,1.60361158,39.13306372,3.666967729,40.61407171,3.7041146,26.54773741,288,145.0869816,-37.87963881
2119529,0,0,1,1,42.5,0,2,0,0,2,55.20833333,32.292,31.25,23.958,20.62937,37.76224,17.48252,1.057971014,48.6014,51.3986,286,3114.10758,39,2463,5.648974238,24.12587,16,69,4.51128,2.7,5.15464,82.47423,12.37113,12.18354,2.25564,55.6391,9.02256,2.27273,19.69697,11.36364,61.36364,3.0303,0,0,0,2.9443,0,0,0,97.0557,0,0.00857,0.0912,0,0,0,0,0,0,0,0,0,284,145.0521779,-37.87265814
2119530,0,1,0,0,0,0,1,0,1,0,58.97435897,35.256,42.949,16.026,23.50427,40.59829,10.89744,1.132420091,47.22222,52.77778,468,3414.8063,36,1723,6.146329258,25,22.84,66.0494,4.12844,2.8,7.36196,84.66258,5.52147,8.57143,0,61.00917,5.9633,14.88372,18.13953,12.55814,47.44186,2.7907,0,22.3689,0,0,0,0,0,77.6311,0,0.07839,0.13676,0,0,0,0,0,0,0,0,0,467,145.05337,-37.87850758
2119531,0,0,0,0,0,0,0,0,0,0,52.85714286,26.429,37.143,15.714,20.71429,37.14286,16.66667,0.935185185,51.90476,48.09524,420,3290.87563,39,1625,6.035481433,25.47619,30.556,56.9444,5.20231,2.8,8.27586,76.55172,11.72414,12.05433,0,64.16185,6.93642,17.54386,26.90058,9.94152,37.4269,6.43275,0,4.63149,0,0,0,0,0,95.36851,0,0.01365,0.12702,0,0,0,0,0,0,0,0,0,418,145.0863975,-37.88290131
2119532,0,0,0,0,60,0,1,0,0,1,35.34482759,47.414,19.828,15.517,32.96399,37.39612,11.63435,0.946236559,51.52355,48.47645,361,3655.03671,37,1650,5.891644212,18.00554,22.695,63.1206,4.81283,2.6,7.85714,75.71429,10,11.49773,1.60428,55.08021,6.41711,11.89189,31.89189,13.51351,41.08108,1.62162,0,0,0,0,0,0,0,100,0,0,0.09904,0,0,0,0,0,0,0,0,0,362,145.0528259,-37.88168414
2119533,2,2,0,0,50,0,3,0,1,2,58.33333333,26.111,37.222,21.111,18.24441,41.13597,16.86747,1.089928058,48.02065,51.97935,581,3689.88935,41,1634,6.364750757,23.75215,29.592,55.102,5.20833,2.6,5.15464,77.31959,13.91753,4.22535,0,53.81944,9.02778,10.06944,17.01389,14.93056,55.90278,0,0,0,0,0,0,0,0,94.52159,5.47841,0.01629,0.15746,0,0,0,0,0,0,0,0,0,581,145.0533728,-37.87504939
2119534,1,1,0,2,48.89,1.296314471,3,0,2,1,45.02369668,27.488,32.227,12.796,20.33898,35.16949,17.16102,1.174311927,45.97458,54.02542,472,4303.29859,36,1550,6.161207322,27.33051,18.788,60.6061,2.94118,2.5,18.51852,73.45679,8.02469,5.09666,1.47059,55.88235,9.80392,14.64646,20.70707,7.57576,53.53535,0,0,0,0,0,0,0,0,89.2855,10.7145,0.03341,0.11015,3.292211525,1.191559535,4.234323347,1.443223539,3.440859905,1.235721413,3.534096853,1.262457779,3.655798259,474,145.0577709,-37.8755846
2119535,0,0,0,1,60,2.715876486,2,0,1,1,17.21854305,62.252,9.934,7.285,57.96178,24.41614,10.19108,0.958333333,51.16773,48.83227,471,5658.92485,29,958,6.152732695,7.431,47.321,44.6429,5.77617,2.1,15.76577,72.52252,8.10811,9.11681,2.52708,56.31769,13.3574,11.42857,25.71429,17.5,35.35714,6.42857,0,0,0,0,0,0,0,100,0,0,0.08305,18.41252288,2.913031024,7.038941987,1.951457873,19.9020997,2.990825239,20.12752196,3.00208813,15.11785485,470,145.0874042,-37.89100624
2119536,0,0,0,0,50,0,1,0,0,1,41.12149533,43.925,25.234,15.888,37.09677,33.06452,11.02151,1.201183432,45.96774,54.03226,372,3198.75008,31,1609,5.918893854,18.8172,28.986,57.2464,4.63918,2.5,17.98561,69.06475,9.35252,10.12085,1.54639,62.8866,10.82474,13.98964,21.76166,17.61658,40.41451,6.21762,0,0,0,0,0,0,0,100,0,0,0.1163,0,0,0,0,0,0,0,0,0,372,145.0844187,-37.89024033
2119537,0,0,0,1,60,2.573500874,5,0,0,5,34.3373494,45.783,16.265,18.072,33.40471,33.61884,16.91649,0.953974895,51.17773,48.82227,467,3178.26484,35,1260,6.146329258,16.05996,32.278,53.1646,5.88235,2.7,10.69182,69.81132,13.83648,13.97174,0,56.1086,4.0724,14.41441,20.27027,19.36937,39.63964,1.8018,0,0,0,0,0,0,0,100,0,0,0.14694,10.00147214,2.302732296,18.73164381,2.930214276,10.60182329,2.361025995,10.87916251,2.386849264,13.11164641,467,145.0879493,-37.88667211
2119538,1,0,0,2,50,2.369174553,3,0,1,2,10.13513514,58.108,2.027,8.108,46.62757,27.27273,17.30205,0.948863636,51.6129,48.3871,341,2665.45967,33,1038,5.837730447,8.79765,39.64,40.5405,7.43243,2.6,15.9292,63.71681,17.69912,15.63636,6.75676,42.56757,11.48649,11.53846,38.46154,9.61538,32.69231,3.84615,0,0,0,0,0,0,0,100,0,0,0.12868,7.708170199,2.042280831,16.84095762,2.823813873,7.516569578,2.017109861,7.573126136,2.024605946,10.6885658,343,145.0893699,-37.87748881
2119539,1,0,0,3,50,0,1,0,0,1,64.44444444,20,45.556,18.889,17.90541,41.89189,14.52703,1.403225806,41.21622,58.78378,296,3341.59151,41,1424,5.697093487,25.67568,30.973,55.7522,4.28571,2.5,9.82143,76.78571,13.39286,7.11044,0,60.71429,2.14286,10.56338,15.49296,10.56338,61.26761,2.11268,0,0,0,0,0,0,0,95.29398,4.70602,0.0139,0.08918,0,0,0,0,0,0,0,0,0,298,145.0615199,-37.87240205
2119540,2,0,0,1,40,0,0,0,0,0,31.875,40,18.125,13.75,31.88119,30.89109,19.80198,0.9348659,51.48515,48.51485,505,759.82481,40,1241,6.224558429,17.42574,31.492,53.0387,7.79221,2.5,7.73481,71.8232,18.23204,8.98305,1.2987,50.64935,6.06061,11.58798,29.61373,12.87554,38.19742,1.28755,0,52.33177,0,19.34501,0,0,0,28.32321,0,0.52758,0.66463,0,0,0,0,0,0,0,0,0,505,145.0836318,-37.87475132
2119541,0,0,1,1,45.71,0,1,0,0,1,60.95890411,25.342,32.192,28.767,21.14428,42.78607,8.45771,1.121052632,47.26368,52.73632,402,3255.21375,38,2115,5.998936562,27.61194,20.979,65.7343,5.93607,2.9,5.71429,73.57143,17.85714,4.88827,0,59.36073,4.56621,9.50226,19.9095,21.26697,42.53394,2.71493,0,0,0,0,0,0,0,100,0,0,0.1238,0,0,0,0,0,0,0,0,0,403,145.0614301,-37.87595328
2119542,2,0,0,3,60,0,2,0,2,0,58.26771654,27.559,40.945,17.323,18.08786,48.83721,9.56072,0.834123223,54.26357,45.73643,387,3159.24933,41,2728,5.958424693,23.51421,12.903,73.3871,3.36538,2.8,6.4,76.8,16.8,3.94922,0,62.5,2.40385,17.22488,25.35885,11.48325,41.62679,1.43541,0,0,0,0,0,0,0,96.38122,3.61878,0.01057,0.1225,0,0,0,0,0,0,0,0,0,387,145.0647015,-37.87609423
2119543,0,0,0,2,0,0,2,0,0,2,67.42424242,26.515,39.394,28.03,15.49296,42.48826,17.37089,1.062801932,48.59155,51.40845,426,3479.22299,44,1899,6.056784013,24.64789,24.848,63.6364,4.30622,2.6,2.43902,76.82927,13.41463,8.27068,0,61.72249,6.2201,12.07729,25.12077,14.49275,42.51208,2.89855,0,0,0,0,0,0,0,100,0,0,0.12273,0,0,0,0,0,0,0,0,0,427,145.0518278,-37.86694691
2119544,2,0,0,3,77.14,0,14,1,5,9,52.55474453,29.927,37.956,14.599,23.02772,39.65885,12.79318,1.025974026,49.46695,50.53305,469,1739.06244,36,2045,6.148468296,24.52026,19.76,68.8623,1.56863,2.6,4.84848,76.9697,13.93939,3.81895,2.35294,61.96078,8.23529,13.72549,25.4902,14.11765,38.43137,5.88235,0,19.72946,0,0,0,18.67654,0,61.594,0,0.16223,0.26911,0,0,0,0,0,0,0,0,0,468,145.0749971,-37.87808726
2119545,0,0,0,7,80,0,12,0,2,10,69.33333333,18.667,52,17.333,20.33195,39.83402,11.20332,1.133928571,46.47303,53.52697,241,807.07427,35,2250,5.476463552,28.63071,26.374,60.4396,2.58621,2.4,3.40909,84.09091,12.5,0,0,58.62069,6.03448,19.49153,20.33898,13.55932,44.0678,0,0,47.48039,0,0,0,26.33462,0,26.185,0,0.57055,0.29613,0,0,0,0,0,0,0,0,0,239,145.0677615,-37.87485577
2119546,1,1,0,0,60,0,0,0,0,0,47.87234043,22.34,24.468,23.404,19.63636,47.63636,9.09091,0.971428571,51.63636,48.36364,275,4022.14107,41,2139,5.620400866,23.63636,9.859,76.0563,5.17241,3.2,4,72,24,7.49543,0,62.93103,3.44828,5.98291,30.76923,11.11111,46.15385,5.98291,0,0,0,0,0,0,0,92.78146,7.21855,0.02178,0.06862,0,0,0,0,0,0,0,0,0,276,145.0473372,-37.87431869
2119547,0,0,0,0,0,0,0,0,0,0,44.44444444,40,37.778,6.667,22.97297,36.48649,19.59459,0.875,54.72973,45.27027,148,2409.03891,39,1856,5.010635294,20.94595,18.644,61.0169,0,2.6,0,78.94737,15.78947,10.57543,0,60,4.28571,8.95522,26.86567,13.43284,32.83582,4.47761,0,0,0,0,0,0,0,100,0,0,0.06227,0,0,0,0,0,0,0,0,0,150,145.0633142,-37.87971548
2119548,0,0,1,1,40,0,0,0,0,0,79.74683544,16.456,41.772,37.975,9.44206,51.50215,6.86695,0.864,53.21888,46.78112,233,3031.32636,41,2772,5.451038454,32.18884,10.959,79.4521,0,3.2,0,75,25,0,0,60.48387,7.25806,14.87603,25.61983,14.04959,42.97521,0,0,0,0,17.73551,0,0,0,82.26449,0,0.05923,0.07686,0,0,0,0,0,0,0,0,0,233,145.0579591,-37.87310788
2119549,0,0,0,1,0,0,0,0,0,0,60.31746032,22.222,31.746,28.571,19.08714,43.9834,15.3527,1.242990654,44.81328,55.18672,241,2734.63994,44,1818,5.480638923,21.57676,20.202,67.6768,5.08475,2.3,4.0404,73.73737,17.17172,4.20875,0,60.16949,7.62712,10.34483,24.13793,10.34483,43.96552,8.62069,0,0,0,0,0,0,0,100,0,0,0.08776,0,0,0,0,0,0,0,0,0,240,145.0557628,-37.86687875
2119601,0,0,0,0,0,2.419612326,1,0,1,0,52.45901639,30.328,38.525,13.934,26.33929,34.375,19.86607,0.969298246,50.66964,49.33036,448,3256.30875,37,1028,6.107022888,19.41964,40.12,47.3054,2.83019,2.5,4.7619,75,16.07143,12.32877,1.41509,58.01887,4.24528,25,16.98113,16.98113,31.60377,8.01887,0,0,0,0,0,0,0,100,0,0,0.13789,13.79210034,2.624095989,5.51744754,1.707915351,14.41495342,2.6682661,14.80701979,2.695101378,11.24150044,449,145.0659465,-37.70237399
2119602,0,0,2,1,42.5,0,0,0,0,0,55.55555556,28.283,36.364,19.192,21.70543,33.59173,22.99742,1.10326087,47.54522,52.45478,387,1850.09103,41,1010,5.958424693,21.70543,45.205,47.9452,0,2.8,2.7972,83.91608,13.28671,12.82496,0,65.64417,7.36196,15,24.375,16.875,36.25,5.625,0,0,0,41.85635,0,0,0,58.14365,0,0.18501,0.20918,0,0,0,0,0,0,0,0,0,387,145.0651049,-37.70792073
2119603,2,0,0,2,60,0,2,0,1,1,57.33333333,16,38.667,18.667,19.76285,38.33992,16.99605,0.938461538,51.77866,48.22134,253,1155.02158,36,887,5.529429088,24.90119,46.341,40.2439,0,2.8,9.7561,73.17073,17.07317,5.05415,0,71.84466,11.65049,22,23,3,43,6,0,0,0,0,0,0,65.74886,34.25114,0,0.4274,0.21818,0,0,0,0,0,0,0,0,0,252,145.069865,-37.70407693
2119604,1,2,0,2,60,3.260107705,3,0,0,3,50,42,30,20,27.74869,37.69634,18.32461,0.948979592,51.3089,48.6911,382,2696.11009,38,1050,5.945420609,16.23037,41.497,41.4966,0,2.5,14.18919,68.91892,14.86486,9.80736,1.76471,69.41176,3.52941,17.71429,26.85714,13.71429,38.28571,1.71429,0,0,0,0,0,0,0,82.10816,17.89184,0.05985,0.14169,32.05189042,3.467356165,11.59863651,2.450887549,34.50650197,3.541147769,35.41977342,3.567270235,26.05234297,382,145.0620588,-37.69930421
2119605,1,0,0,2,0,0,5,0,0,5,40.16393443,36.885,30.328,9.836,26.25251,42.68537,15.83166,0.84501845,54.10822,45.89178,499,3178.39721,41,1062,6.214608098,15.23046,39.175,46.3918,2.11864,2.5,6.73575,71.50259,19.17098,9.02896,3.38983,68.22034,8.47458,22.26891,19.7479,12.60504,36.55462,5.04202,0,0,0,0,0,0,0,100,0,0,0.15731,0,0,0,0,0,0,0,0,0,500,145.0686801,-37.69968621
2119606,0,0,0,3,46.67,0,1,0,1,0,44.14414414,23.423,27.928,16.216,27.08804,35.66591,18.73589,1.3125,43.11512,56.88488,443,3107.16986,40,1093,6.095824562,18.51016,39.665,47.486,4.32692,2.4,8.37989,69.8324,15.0838,5.69948,0,73.07692,10.09615,20.19704,16.25616,13.7931,44.82759,4.92611,0,0,0,0,0,0,0,100,0,0,0.1429,0,0,0,0,0,0,0,0,0,444,145.0745105,-37.7003662
2119607,2,1,0,1,0,3.028627827,2,0,0,2,28.98550725,41.304,14.493,14.493,30.64877,37.36018,19.91051,1.128571429,46.97987,53.02013,447,1976.3026,46,963,6.102558595,12.08054,47.742,44.5161,0,2.6,7.14286,72.72727,17.53247,5.63107,3.0303,60.60606,7.07071,19.28934,26.90355,10.15228,37.56345,6.09137,0,35.46346,0,0,0,0,0,64.53654,0,0.14437,0.22618,14.77665424,2.693048519,31.18969136,3.440087635,16.04021006,2.775098699,16.47909051,2.802092335,20.66885189,447,145.0628004,-37.69638078
2119608,0,0,0,0,0,0,0,0,0,0,52.53164557,28.481,34.177,18.354,21.45669,41.14173,15.35433,1.032,49.40945,50.59055,508,3521.00273,39,1166,6.230481448,22.04724,37.158,50.8197,1.32743,2.7,7.10383,68.85246,20.21858,11.83144,1.32743,76.54867,2.21239,24.01747,18.77729,16.59389,34.06114,3.93013,0,0,0,0,0,0,0,100,0,0,0.14428,0,0,0,0,0,0,0,0,0,508,145.0676191,-37.69656267
2119609,0,0,0,0,0,0,0,0,0,0,41.97530864,19.753,24.691,17.284,15.11628,45.05814,25.5814,1.142857143,46.80233,53.19767,344,2209.48063,53,1011,5.843544417,14.24419,38.462,44.0559,3.77358,2.4,4.1958,79.02098,13.28671,3.32717,3.77358,67.2956,7.54717,21.15385,23.71795,16.66667,28.84615,9.61538,0,15.25061,0,0,0,0,0,84.7494,0,0.04968,0.15615,0,0,0,0,0,0,0,0,0,345,145.0718389,-37.69694514
2119610,0,0,0,0,0,0,0,0,0,0,66.66666667,16.049,43.21,23.457,20.55138,43.85965,17.54386,1.025380711,49.37343,50.62657,399,3191.0875,41,1352,5.988961417,18.04511,35.443,56.3291,1.41509,2.5,0,81.41026,16.02564,7.49625,0,68.86792,5.66038,15.6682,20.73733,15.20737,42.39631,4.14747,0,0,0,0,0,0,0,100,0,0,0.12504,0,0,0,0,0,0,0,0,0,399,145.078069,-37.69703692
2119611,2,2,0,0,80,4.027900391,16,1,9,7,75.70621469,19.774,44.35,31.356,20.91371,41.62437,2.94416,0.910852713,52.38579,47.61421,985,2282.3374,32,2143,6.893656355,34.51777,14.126,75.0929,0.58366,3.6,1.47601,69.7417,27.67528,5.27704,0,74.70817,7.97665,21.13503,22.1135,16.24266,36.20352,3.13112,0,0,0,0,0,16.91531,0,83.08469,0,0.05604,0.43201,78.69933178,4.365634665,9.374702799,2.23801487,80.3546932,4.3864505,83.63415724,4.426452016,56.14290926,986,145.0732713,-37.68880658
2119612,0,0,0,0,0,0,0,0,0,0,67.87564767,20.725,36.788,31.088,14.2355,48.50615,6.32689,0.903010033,52.54833,47.45167,569,3842.19123,38,1976,6.343880434,30.93146,19.136,69.7531,1.96721,3.5,0,58.02469,39.50617,6.72043,0,75.7377,1.96721,18.09211,19.40789,14.14474,42.43421,0.98684,0,3.78821,0,0,0,0,0,96.21179,0,0.01109,0.14809,0,0,0,0,0,0,0,0,0,569,145.0781747,-37.69365141
2119613,2,2,1,2,60,0,8,0,3,5,44.27860697,27.861,29.353,14.925,20.90592,34.66899,25.95819,1.272727273,44.07666,55.92334,574,1166.68234,46,1180,6.354370041,18.4669,34.483,56.3218,1.51515,2.7,16.47727,68.18182,10.79545,22.55639,0,71.71717,7.57576,17.08543,27.63819,18.09045,31.15578,6.03015,0,9.84041,0,50.57965,0,0,0,39.57994,0,0.35544,0.49285,0,0,0,0,0,0,0,0,0,575,145.0675946,-37.6919386
2119614,0,0,0,0,0,0,0,0,0,0,67.9245283,21.698,46.226,21.698,20.059,38.93805,10.32448,1.073170732,48.0826,51.9174,339,3369.24696,36,1666,5.828945618,30.67847,25.688,64.2202,0,2.9,7.20721,69.36937,23.42342,9,0,70.73171,7.31707,31.48148,14.81481,9.87654,40.12346,0,0,0,0,0,0,0,0,100,0,0,0.10091,0,0,0,0,0,0,0,0,0,340,145.0715611,-37.6942209
2119615,2,0,0,3,80,0,0,0,0,0,30.83333333,43.333,16.667,14.167,29.77667,37.22084,20.34739,0.980392157,50.62035,49.37965,403,2959.26624,41,933,6.001414878,12.65509,42.384,40.3974,4.66667,2.6,5.96026,78.80795,8.60927,17.3913,0,64,7.33333,14.86486,29.05405,13.51351,38.51351,0,0,0,0,0,0,0,0,100,0,0,0.13652,0,0,0,0,0,0,0,0,0,404,145.0553791,-37.70622255
2119616,0,0,0,2,80,0,1,0,0,1,37.6,43.2,14.4,23.2,26.18384,35.6546,18.10585,0.983425414,50.69638,49.30362,359,2662.13283,41,1039,5.883322388,20.05571,40.426,48.9362,1.93548,2.5,10.48951,74.12587,13.28671,13.90845,0,63.87097,5.80645,22.81879,22.14765,16.10738,34.89933,0,0,0,0,0,0,0,0,100,0,0,0.13485,0,0,0,0,0,0,0,0,0,359,145.0595354,-37.70390159
2119617,0,0,0,5,52,0,1,0,0,1,35.71428571,44.048,23.81,11.905,34.88372,29.45736,19.76744,0.856115108,54.26357,45.73643,516,3088.09558,36,946,6.246106765,15.89147,45.405,44.3243,1.28205,2.7,4.34783,71.73913,20.65217,10.41667,2.5641,68.37607,6.83761,17.22689,21.42857,14.28571,38.23529,7.56303,0,0,0,0,0,0,0,100,0,0,0.16709,0,0,0,0,0,0,0,0,0,516,145.0581688,-37.70733871
2119618,0,1,0,3,0,0,7,0,0,7,29.75206612,42.149,13.223,16.529,32.8,34.93333,16.26667,1.016129032,49.86667,50.13333,375,2539.60721,36,905,5.926926026,16,42.282,37.5839,4.08163,2.5,14.28571,63.26531,15.64626,19.43396,4.08163,70.06803,6.12245,17.0068,19.04762,15.64626,38.09524,7.48299,0,0,0,0,0,0,0,94.20555,5.79445,0.01727,0.14766,0,0,0,0,0,0,0,0,0,375,145.0610023,-37.70146211
2119619,1,0,0,5,40,0,0,0,0,0,44.79166667,31.25,19.792,25,27.59563,33.06011,21.31148,1.316455696,43.71585,56.28415,366,2044.11129,46,958,5.902633333,18.03279,47.445,43.0657,1.67598,2.5,7.24638,68.11594,18.11594,7.29685,1.67598,67.03911,6.70391,20.57143,16,14.85714,44,1.71429,0,36.88022,0,0,0,0,0,63.11978,0,0.1528,0.17905,0,0,0,0,0,0,0,0,0,366,145.0644093,-37.70540201
2119620,0,0,0,0,0,0,0,0,0,0,56.41025641,25.641,29.487,26.923,19.04762,39.56044,20.14652,1.185483871,45.42125,54.57875,273,3039.33884,45,1027,5.602118821,21.24542,38.679,46.2264,2.88462,2.4,2.91262,84.46602,12.62136,8.85827,2.88462,64.42308,5.76923,16.66667,13.88889,12.03704,57.40741,0,0,0,0,0,0,0,0,100,0,0,0.08916,0,0,0,0,0,0,0,0,0,271,145.0779062,-37.69997875
2119621,0,0,0,0,0,0,1,0,0,1,69.01408451,18.31,40.845,28.169,15.0641,37.17949,22.11538,0.944099379,51.28205,48.71795,312,3245.86929,42,1187,5.746203191,25.64103,38.261,50.4348,1.94805,2.6,4.38596,81.57895,14.03509,7.40181,1.94805,68.18182,0,22.14765,22.81879,12.08054,42.95302,0,0,0,0,0,0,0,0,100,0,0,0.09643,0,0,0,0,0,0,0,0,0,313,145.0754457,-37.6962385
2119622,0,0,1,5,0,0,0,0,0,0,38.94736842,30.526,18.947,20,25.36873,40.41298,14.74926,1,50.44248,49.55752,339,1165.71845,39,1571,5.828945618,19.46903,34.959,56.0976,1.66667,2.6,0,73.98374,23.57724,5.64024,0,65.55556,10,24.58101,21.22905,9.49721,34.63687,5.02793,0,20.47631,0,7.86819,0,0,33.85265,37.80285,0,0.37787,0.29167,0,0,0,0,0,0,0,0,0,340,145.0736561,-37.70502072
2119701,1,0,0,4,57.5,2.965130613,0,0,0,0,50.98039216,27.451,23.529,27.451,21.64751,43.67816,13.02682,1.011538462,49.61686,50.38314,522,1373.8007,41,1662,6.259581464,21.64751,29.282,55.2486,2.13523,2.9,2.20994,69.06077,25.41436,5.68012,1.06762,63.3452,2.84698,13.26165,20.07168,17.56272,42.65233,5.01792,0,50.10974,0,0,0,0,0,46.5623,3.32796,0.27956,0.3807,19.65849778,2.978509702,18.56069751,2.921046308,19.97251453,2.994357055,20.51540988,3.021176305,19.39723661,523,145.1045168,-37.69805153
2119702,1,0,0,3,60,3.193186592,0,0,0,0,60.20408163,26.531,36.735,23.469,18.59838,43.93531,14.55526,1.038461538,49.0566,50.9434,371,2144.75807,41,1823,5.916202063,22.91105,25.874,63.6364,1.5625,2.6,2.08333,79.86111,15.97222,5.20059,0,73.4375,3.125,13.29787,22.34043,15.42553,45.74468,3.19149,0,0,0,0,0,0,0,100,0,0,0.17298,31.34108363,3.444929813,7.546290256,2.021056086,34.2104707,3.532531758,35.01253269,3.555706074,24.3659482,371,145.1196499,-37.69885617
2119703,0,0,0,1,40,0,0,0,0,0,61.06870229,28.244,32.824,28.244,22.76119,44.02985,12.31343,0.985185185,50.37313,49.62687,536,1672.57309,43,1715,6.284134161,20.89552,26.087,69.0217,0.94637,2.7,2.12766,70.21277,26.06383,3.80952,0,67.82334,5.04732,24.20382,16.56051,12.10191,41.0828,6.05096,0,15.84925,0,0,0,0,0,84.15075,0,0.05195,0.32046,0,0,0,0,0,0,0,0,0,536,145.1209535,-37.69491614
2119704,0,0,1,2,57.5,0,1,0,1,0,56.92307692,26.923,37.692,19.231,18.73727,45.01018,16.08961,1.168141593,46.23218,53.76782,491,1730.19577,43,1453,6.194405391,20.16293,26.816,61.4525,2.29008,2.5,3.38983,72.31638,22.59887,3.31825,0,62.21374,4.58015,20.22901,19.46565,13.35878,38.9313,5.34351,0,0,0,8.11575,0,0,0,91.88426,0,0.0247,0.2832,0,0,0,0,0,0,0,0,0,490,145.1157784,-37.69359411
